run_id,seed,experiment_scenario,simulation_completed,executed_frames,visual_mode,attraction_gain,current_repulsion_gain,future_repulsion_ratio,future_repulsion_gain,damping_gain,influence_radius_m,critical_distance_ratio,critical_distance_m,conflict_waypoint_visitation_radius_m,random_force_max_ratio,attraction_waypoint_window,future_repulsion_waypoint_window,emergency_shares_full_route,communication_period_steps,communication_period_s,communication_frequency_hz,communication_delay_steps,communication_delay_s,configured_packet_loss_probability,transmitted_packets,application_payload_total_bytes,mean_packet_payload_bytes,maximum_packet_payload_bytes,aggregate_application_bandwidth_kbps,mean_uav_application_bandwidth_kbps,maximum_uav_application_bandwidth_kbps,receiver_delivery_attempts,receiver_dropped_packets,receiver_delivered_packets,observed_receiver_packet_loss_ratio,mean_information_age_s,maximum_information_age_s,localization_sigma_xy_m,localization_sigma_z_m,mean_rms_acceleration_m_s2,mean_conflict_rms_acceleration_m_s2,theoretical_max_speed_m_s,maximum_observed_speed_m_s,minimum_inter_uav_distance_m,closest_uav_pair,minimum_distance_frame,collision_distance_threshold_m,collision_detected,mean_lateral_error_m,mean_lateral_rmse_m,mean_maximum_path_deviation_m,maximum_path_deviation_m,mean_trajectory_elongation_index,total_uavs,uavs_considered_in_metrics
1,1001,4,True,937,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,1874,139026,74.18676627534686,81,7.913255069370331,3.9566275346851656,3.9566275346851656,1874,0,1874,0.0,0.0,0.0,0.0,0.0,0.8035547424742786,1.6178912090594142,0.4301162633521313,0.4301162633521314,5.571601481014778,D1-D2,431,1.0,False,0.6197915672360279,1.3323319835586955,3.92630005229888,3.947176320530053,1.0736816689281774,2,2
2,1002,4,True,936,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,1872,138960,74.23076923076923,81,7.917948717948717,3.9589743589743587,3.9589743589743587,1872,0,1872,0.0,0.0,0.0,0.0,0.0,0.8030556598768603,1.6223233466814628,0.4301162633521313,0.4301162633521314,5.711790751284446,D1-D2,429,1.0,False,0.6299765699103423,1.3510743505446057,3.8953663924451956,3.9538952471834605,1.0724847486804983,2,2
3,1003,4,True,937,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,1874,139050,74.19957310565636,81,7.914621131270011,3.9573105656350056,3.9573105656350056,1874,0,1874,0.0,0.0,0.0,0.0,0.0,0.8085046716355648,1.6168413536931094,0.4301162633521313,0.4301162633521314,5.45734016796214,D1-D2,433,1.0,False,0.6164414918929971,1.325843449757486,3.888764071538808,3.9240937425802986,1.0745145144253367,2,2
4,1004,4,True,936,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,1872,138948,74.22435897435898,81,7.917264957264957,3.9586324786324782,3.9589743589743587,1872,0,1872,0.0,0.0,0.0,0.0,0.0,0.8826572770158391,1.7942477907678138,0.4301162633521313,0.4301162633521314,5.741115520013084,D1-D2,428,1.0,False,0.6290458146430513,1.3520453990355503,3.945122162447014,4.002707101304862,1.0733588730034305,2,2
5,1005,4,True,936,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,1872,138960,74.23076923076923,81,7.917948717948717,3.9589743589743587,3.9589743589743587,1872,0,1872,0.0,0.0,0.0,0.0,0.0,0.8877717912195053,1.7941577252309702,0.4301162633521313,0.4301162633521314,5.617877044576476,D1-D2,431,1.0,False,0.6171757816556629,1.3287226840055126,3.8842936708333218,3.905662114039006,1.0737436603460755,2,2
6,1006,4,True,936,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,1872,138960,74.23076923076923,81,7.917948717948717,3.9589743589743587,3.9589743589743587,1872,0,1872,0.0,0.0,0.0,0.0,0.0,0.8335651473621479,1.686407909124613,0.4301162633521313,0.4301162633521314,5.716468913124825,D1-D2,429,1.0,False,0.6279493224891433,1.3401273996234542,3.8586297781725385,3.9090985858113827,1.07320861126674,2,2
7,1007,4,True,936,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,1872,138948,74.22435897435898,81,7.917264957264957,3.9586324786324782,3.9589743589743587,1872,0,1872,0.0,0.0,0.0,0.0,0.0,0.8324403070240627,1.6759554720787255,0.4301162633521313,0.4301162633521314,5.827938378073602,D1-D2,427,1.0,False,0.6383885428789386,1.3604252613954184,3.9005562005241154,3.930210181862203,1.073322613014411,2,2
8,1008,4,True,937,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,1874,139014,74.1803628601921,81,7.912572038420492,3.956286019210246,3.9566275346851656,1874,0,1874,0.0,0.0,0.0,0.0,0.0,0.8187001313738875,1.6491957457200663,0.4301162633521313,0.4301162633521314,5.534614733214145,D1-D2,432,1.0,False,0.6220199334945312,1.3294285258712581,3.862667837938896,3.907573010860274,1.0735519390102102,2,2
9,1009,4,True,937,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,1874,139098,74.22518676627534,81,7.917353255069371,3.9586766275346856,3.9586766275346856,1874,0,1874,0.0,0.0,0.0,0.0,0.0,0.8463346363414563,1.698627700608775,0.4301162633521313,0.4301162633521314,5.245055171283488,D1-D2,438,1.0,False,0.6172963710512716,1.3102065103120388,3.883103149265372,3.927427716775104,1.074804171944209,2,2
10,1010,4,True,937,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,1874,139026,74.18676627534686,81,7.913255069370331,3.9566275346851656,3.9566275346851656,1874,0,1874,0.0,0.0,0.0,0.0,0.0,0.8646408638055962,1.7509090314610587,0.4301162633521313,0.4301162633521314,5.50541097261187,D1-D2,433,1.0,False,0.6212924143302417,1.331582858843376,3.9310062826971524,3.9663515086280676,1.0733988496387652,2,2
