method,x,runs,runs_completed,completion_rate_percent,completion_ci_low,completion_ci_high,uav_completion_rate_percent,collision_rate_percent,collision_ci_high,dcrit_violation_rate_percent,success_rate_percent,success_ci_low,worst_dmin_all_m,worst_dmin_completed_m,mean_dmin_all_m,mean_dmin_completed_m,ci95_dmin_completed_m,margin_to_dcrit_m,mean_elongation_completed,ci95_elongation_completed,max_elongation_completed,mean_lateral_error_completed_m,ci95_lateral_error_completed_m,max_lateral_error_completed_m,mean_lateral_rmse_completed_m,ci95_lateral_rmse_completed_m,max_lateral_rmse_completed_m,mean_max_path_deviation_completed_m,ci95_max_path_deviation_completed_m,mean_mission_time_completed_s,ci95_mission_time_completed_s,worst_mission_time_completed_s,mean_information_age_s,max_information_age_s,dmin_drop_m,dmin_drop_ci_low_m,dmin_drop_ci_high_m,degradacao,comparavel
orca_nd18,91.0,100,90,90.0,82.56326956323346,94.4771458386864,90.6,0.0,3.699480747600191,54.0,90.0,82.56326956323346,3.46657485229662,3.46657485229662,3.9182003094884146,3.9098300124543983,0.019404828060522423,-0.09016998754560168,1.0608498156962447,0.0017205203437637674,1.082996807447941,1.2656063803449111,0.02596341960396386,1.9216808545482824,1.7237604374744482,0.023851096250019542,2.1132822828432487,3.7351612890968213,0.03669135727891507,203.86666666666665,13.505823699373094,608.85,1.503465529282814,21.45,0.09016937067930275,0.07076454261859996,0.10957419874000554,mínima,True
orca_nd26,91.0,100,100,100.0,96.30051925239981,99.99999999999999,100.0,0.0,3.699480747600191,63.0,100.0,96.30051925239981,3.614356938870366,3.614356938870366,3.913334770730487,3.913334770730487,0.013832589290645136,-0.08666522926951314,1.0498340716154801,0.0014328233896401517,1.0726092888779555,1.1952970706889212,0.01895007715816165,1.5057768103711218,1.6355889980428386,0.020357343037549765,1.9720609798392588,3.5181592560065824,0.037692020962556194,165.0045,2.73823721895194,212.1,1.5011696749864272,20.25,0.08666499817946027,0.07283240888860497,0.10049758747031558,mínima,True
apf,92.0,100,100,100.0,96.30051925239981,99.99999999999999,100.0,0.0,3.699480747600191,11.0,100.0,96.30051925239981,3.4083822370606356,3.4083822370606356,4.428470198952409,4.428470198952409,0.06935899314414948,0.4284701989524091,1.7474299709480914,0.07171737862702567,5.058287726835933,4.077611255087609,0.06179206146775444,4.848029498581471,5.2187362765343845,0.052429613412043385,5.854077514142979,8.570770027598382,0.0446734365398284,193.053,12.754775619361412,797.1,1.7061778694925522,26.849999999999998,0.5843905308901576,0.4930765179163613,0.6757045438639538,relevante,True
orca_nd08,92.0,100,85,85.0,76.71626666784216,90.6940968088377,86.4,0.0,3.699480747600191,97.0,85.0,76.71626666784216,2.8462170447889767,3.1629810874000426,3.7932153864069367,3.8053415860205195,0.027934579647564205,-0.19465841397948047,1.0866562371755786,0.0018045270482579883,1.1092939257187389,1.3182804315656347,0.027138250260813974,1.681723774410432,1.7787482109873083,0.022151365630802004,2.0502031885316403,3.776296996387407,0.03602868180376927,250.76470588235293,20.257989581318384,886.35,1.7108045274631367,26.849999999999998,0.19465506812510114,0.16672048834611106,0.22258964790409122,relevante,True
orca_nd18,92.0,100,96,96.0,90.16278276739263,98.4336949448152,96.4,0.0,3.699480747600191,73.0,96.0,90.16278276739263,3.413262929724779,3.413262929724779,3.8989472601297774,3.895208697775696,0.01817529247337752,-0.10479130222430388,1.0621761478466956,0.0015654982395960388,1.0880452897593567,1.2675570031252577,0.026752883112254967,2.2084418212263843,1.730700426087442,0.022796665442801078,2.3775537275344525,3.7618241861664927,0.03666319232602797,205.171875,15.61685291209507,808.35,1.7062755781841106,26.849999999999998,0.10479068535800495,0.08661539288443448,0.12296597783157542,relevante,True
orca_nd26,92.0,100,100,100.0,96.30051925239981,99.99999999999999,100.0,0.0,3.699480747600191,65.0,100.0,96.30051925239981,3.368210393302667,3.368210393302667,3.8950857102696945,3.8950857102696945,0.0203569940344409,-0.10491428973030548,1.0522188103223409,0.001526103173624792,1.0776740139372014,1.2234928625116919,0.02858512893507304,1.7678525730212737,1.6584935210422183,0.028358725287661767,2.089142919935795,3.567115458811431,0.04790570631938476,175.668,8.587725142206345,566.1,1.703900052350521,26.849999999999998,0.1049140586402526,0.08455706460566889,0.12527105267483632,relevante,True
apf,93.0,100,100,100.0,96.30051925239981,99.99999999999999,100.0,0.0,3.699480747600191,21.0,100.0,96.30051925239981,2.608131139350666,2.608131139350666,4.265223131886853,4.265223131886853,0.08740683502724647,0.2652231318868532,1.7644892893974051,0.03279507337179225,2.655466779699906,4.125047683270421,0.0643272317250748,5.389682290248724,5.268986279043153,0.05340485609965553,6.310211563376674,8.584991890851875,0.04257654619407146,193.35299999999998,4.454813077782396,277.2,1.9681295982236442,30.9,0.7476375979557135,0.6420525514982742,0.8532226444131528,relevante,True
orca_nd08,93.0,100,86,86.0,77.86263961619277,91.4737342455351,88.0,0.0,3.699480747600191,99.0,86.0,77.86263961619277,1.3606081496311166,1.3606081496311166,3.6498717989995506,3.656098603938727,0.08145136225807359,-0.3439013960612729,1.0911946178112784,0.001863582952898136,1.1183568953294039,1.3269758473480184,0.03225888282238632,1.8044942889507791,1.8035054195897673,0.028467293615722943,2.1402486321543885,3.8148575038467993,0.044052001042531985,240.78837209302324,19.256552996705988,874.1999999999999,1.9738625204853453,30.9,0.34389805020689357,0.26244668790372827,0.42534941251005887,relevante,True
orca_nd18,93.0,100,93,93.0,86.25032899347025,96.5681175635936,93.7,0.0,3.699480747600191,80.0,93.0,86.25032899347025,2.894828174769487,2.894828174769487,3.8367503005163184,3.82529184451939,0.03649168881123472,-0.17470815548061003,1.062840832702366,0.0016300711703049996,1.0863630026542241,1.2678937995092758,0.023691277426415313,1.613939047468912,1.7333618108726778,0.022891588925611762,2.046449741047634,3.7605203342520808,0.03456209900061432,197.02096774193546,8.218546547906929,469.79999999999995,1.9691394672382243,30.9,0.1747075386143111,0.13821584980298038,0.21119922742564182,relevante,True
orca_nd26,93.0,100,99,99.0,94.55124752390654,99.82326134344525,99.0,0.0,3.699480747600191,89.0,99.0,94.55124752390654,3.2632871030096826,3.2632871030096826,3.8423808507394446,3.840788758871027,0.02585379143401573,-0.15921124112897278,1.0562548361167676,0.001776990944225118,1.0837298512096107,1.2432289843342341,0.027140961795578507,1.6110378111019759,1.6902098248271573,0.0283866659724529,2.020767253737295,3.6286822055869226,0.04905781835848773,175.37575757575758,4.460187239508232,276.45,1.9662898526178143,30.9,0.1592110100389199,0.13335721860479177,0.18506480147304805,relevante,True
apf,94.0,100,100,100.0,96.30051925239981,99.99999999999999,100.0,0.0,3.699480747600191,30.0,100.0,96.30051925239981,2.162452528164003,2.162452528164003,4.1702697273168745,4.1702697273168745,0.10268488717646045,0.1702697273168745,1.8374841788093663,0.07021193016183162,4.642479594495041,4.1718735598674295,0.05829084566917932,5.4180866674452925,5.300967205644806,0.0477021218896463,6.186017615595069,8.610962279894922,0.040891019346075044,203.385,12.50266071245606,740.55,2.317065007164194,34.199999999999996,0.8425910025256922,0.7240982051283712,0.9610837999230132,relevante,True
orca_nd08,94.0,100,87,87.0,79.01947810519012,92.24290614158575,87.9,0.0,3.699480747600191,100.0,87.0,79.01947810519012,1.892485359772806,1.892485359772806,3.50576600680907,3.4995323344854112,0.08017030276166749,-0.5004676655145888,1.0977943351931085,0.0024934131818716517,1.132534719405452,1.3252524499406797,0.032607878173177965,2.024989577865885,1.804129087422191,0.028354724514791332,2.2381392320094204,3.8052770430294447,0.045211012792698256,237.33275862068965,17.33376072013888,799.8,2.3230821801295054,34.199999999999996,0.5004643196602094,0.420294016852712,0.5806346224677068,relevante,True
orca_nd18,94.0,100,94,94.0,87.52303146877748,97.22142547333434,94.3,0.0,3.699480747600191,83.0,94.0,87.52303146877748,2.6175202069379613,2.6175202069379613,3.7915987805804323,3.7800829907822533,0.051357191913796105,-0.2199170092177467,1.0660210859860124,0.001618021387520495,1.0856981314619178,1.2493926150933994,0.024745942537742954,1.6067786719437263,1.7178039117981674,0.02532203357289774,2.1062845092787432,3.721298620193914,0.040777882248697286,193.9340425531915,5.884090705754031,306.75,2.317138008340849,34.199999999999996,0.21991639235144778,0.16855920043758343,0.2712735842653121,relevante,True
orca_nd26,94.0,100,98,98.0,92.99868370580063,99.44981477650317,98.0,0.0,3.699480747600191,87.0,98.0,92.99868370580063,3.2036025337603578,3.2036025337603578,3.770040060160687,3.765347041558472,0.037160615401161314,-0.234652958441528,1.0574267107359252,0.0019033147229441658,1.0988397501698786,1.2342074061983421,0.028001879838036477,1.6925770272168255,1.6789291598932048,0.028650628564377795,2.085082247314924,3.6045005723422006,0.05076521024269908,186.95816326530613,26.260363568238883,1451.1,2.315471037556658,34.199999999999996,0.23465272735147513,0.19749211195023564,0.2718133427527146,relevante,True
apf,95.0,100,100,100.0,96.30051925239981,99.99999999999999,100.0,0.0,3.699480747600191,40.0,100.0,96.30051925239981,2.2182867720049395,2.2182867720049395,3.9709233874240653,3.9709233874240653,0.10291296623523458,-0.029076612575934746,1.8345861299880966,0.04075618809003752,3.1566257994520885,4.259851831354482,0.06009925101456213,5.220635740119478,5.3809853535342755,0.050149403603157616,6.221324512284827,8.654658682107225,0.04359282478310587,199.8015,6.520848262390198,395.84999999999997,2.800580189359081,36.15,1.0419373424185014,0.9232474817259829,1.1606272031110199,relevante,True
orca_nd08,95.0,100,86,86.0,77.86263961619277,91.4737342455351,87.1,0.0,3.699480747600191,100.0,86.0,77.86263961619277,1.600622307504613,1.600622307504613,3.2945383586910375,3.3033452595730832,0.10706821562045861,-0.6966547404269168,1.1059836390297026,0.0032759812070961734,1.1635417350195938,1.2935678709460836,0.03749938362144457,1.9744166140138795,1.7725374173069621,0.034043995677551904,2.411630301549109,3.7791485713020276,0.048754493846632566,238.33779069767442,13.17469675437022,546.3,2.818087977622872,40.5,0.6966513945725374,0.5895831789177757,0.8037196102272992,relevante,True
orca_nd18,95.0,100,97,97.0,91.5479219195973,98.9745661776585,97.3,0.0,3.699480747600191,94.0,97.0,91.5479219195973,2.486350789147384,2.486350789147384,3.7191128737218793,3.711538134360961,0.04954986717520643,-0.288461865639039,1.069812223372905,0.0019794362000864164,1.0975432972259556,1.2934727901551215,0.026721254263694472,1.8230130161735836,1.7717475797667817,0.025131202838847663,2.0593527405351475,3.826351622791553,0.04145666770368855,209.91804123711339,24.014208752386082,1309.8,2.8036580868209575,49.05,0.28846124877274004,0.23891138159746284,0.33801111594801725,relevante,True
orca_nd26,95.0,100,96,96.0,90.16278276739263,98.4336949448152,96.0,0.0,3.699480747600191,93.0,96.0,90.16278276739263,2.511175319797597,2.511175319797597,3.668050646971986,3.654337550731503,0.05477520110358388,-0.345662449268497,1.0610358379010747,0.0019341578616904635,1.096506251916546,1.2318762913664996,0.023431086080335697,1.6384721333150125,1.6932416177823033,0.025035514779744094,2.109407796361446,3.649132961838615,0.045092544549550126,173.2328125,3.455646158378985,262.05,2.797535096388501,36.15,0.3456622181784441,0.29088701707480724,0.400437419282081,relevante,True
apf,96.0,100,99,99.0,94.55124752390654,99.82326134344525,99.5,4.0,9.837217232607372,74.0,95.0,88.82480347279117,0.7805247064077852,0.7805247064077852,3.4016790167325515,3.3959463620292314,0.16047851198801935,-0.6040536379707686,1.9499198839925391,0.07486530782779485,5.110260205906182,4.2633575880215435,0.06871706220271644,5.073361751859252,5.389003047836799,0.059318303373874476,6.070910480601672,8.636297602985303,0.04863794190855292,217.5621212121212,12.697973946130222,775.35,3.5266038585533943,57.599999999999994,1.6169143678133353,1.445961853122604,1.7878668825040667,relevante,True
orca_nd08,96.0,100,95,95.0,88.82480347279117,97.84566385436864,95.5,0.0,3.699480747600191,100.0,95.0,88.82480347279117,1.2178814623780734,1.2178814623780734,2.874414134054351,2.8403888508459194,0.11062599017180226,-1.1596111491540806,1.1259764436290105,0.003689493349528762,1.170583666580395,1.3410205811388458,0.041058945082839235,2.441685516474319,1.8330819565637997,0.03571835737991138,2.6014759920580763,3.87010437550729,0.048680609394329076,241.15421052631578,20.39158442109811,874.9499999999999,3.53566274716729,57.599999999999994,1.1596078032997013,1.048981813094594,1.2702337935048085,relevante,True
orca_nd18,96.0,100,97,97.0,91.5479219195973,98.9745661776585,97.6,0.0,3.699480747600191,99.0,97.0,91.5479219195973,1.0857534045254371,1.0857534045254371,3.5196641880362467,3.507093689147927,0.09647076589005238,-0.49290631085207304,1.0776070512531233,0.002385178662527412,1.1272521476118293,1.2739673788595702,0.026264290725081425,1.6818342823238956,1.7696624374495094,0.025595871135725357,2.0955254879317873,3.8302053983091366,0.04483441103705096,201.5381443298969,17.661823033087437,1019.6999999999999,3.5208030825575127,57.599999999999994,0.4929056939857741,0.39643492809568537,0.5893764598758628,relevante,True
orca_nd26,96.0,100,100,100.0,96.30051925239981,99.99999999999999,100.0,0.0,3.699480747600191,100.0,100.0,96.30051925239981,1.004261452382273,1.004261452382273,3.4580174264178964,3.4580174264178964,0.09234440468163604,-0.5419825735821036,1.0651947973833549,0.002002154739496934,1.0964272362653609,1.225090006627441,0.021924487210161717,1.550810363915599,1.6978368125875518,0.025137679707885753,2.0536315217196277,3.6751955467820934,0.04890690773552931,171.16649999999998,3.157983284233271,234.14999999999998,3.5094416729352464,57.599999999999994,0.5419823424920507,0.4496379378103832,0.6343267471737182,relevante,True
apf,97.0,100,100,100.0,96.30051925239981,99.99999999999999,100.0,4.0,9.837217232607372,93.0,96.0,90.16278276739263,0.176957513193087,0.176957513193087,2.7348728609087236,2.7348728609087236,0.17873017633266822,-1.2651271390912764,1.9934057586163836,0.04082217665240969,2.693339738441917,4.3314698636878175,0.07348577701531535,5.319829960189899,5.444418838993341,0.05996474154308225,6.229643875281804,8.664561221080849,0.048999987669115716,220.287,5.36229425700075,315.9,4.728984519461181,68.85,2.277987868933843,2.089805015371764,2.466170722495922,relevante,True
orca_nd08,97.0,100,94,94.0,87.52303146877748,97.22142547333434,94.2,3.0,8.452078080402698,100.0,91.0,83.77362530335634,0.5028477053894936,0.5028477053894936,2.295421700848256,2.287324652751767,0.13990727470831565,-1.7126753472482328,1.1503571286326824,0.004872144266241642,1.2122107297088311,1.3355939691099954,0.02600769127099719,1.636898433541542,1.856147776389323,0.025745023781003722,2.126577775241524,3.957372289543069,0.04550680249523856,223.4345744680851,8.861878100893442,386.55,4.7344668814755195,68.85,1.7126720013938534,1.5727647266592115,1.8525792761284954,relevante,True
orca_nd18,97.0,100,100,100.0,96.30051925239981,99.99999999999999,100.0,1.0,5.4487524760934605,100.0,99.0,94.55124752390654,0.7929489341711435,0.7929489341711435,3.1297572231963304,3.1297572231963304,0.1136676287110949,-0.8702427768036696,1.0889868423128204,0.0028468110072920206,1.1517182314998031,1.2788722225016778,0.02331085353678288,1.576089208201044,1.7898865471069303,0.02675445894050223,2.0605076379081217,3.8900962473064085,0.05226736397108893,189.2265,5.054369800951907,301.34999999999997,4.708881903972509,68.85,0.8702421599373706,0.7565745312262449,0.9839097886484964,relevante,True
orca_nd26,97.0,100,98,98.0,92.99868370580063,99.44981477650317,98.3,1.0,5.4487524760934605,98.0,97.0,91.5479219195973,0.2986371027539971,0.2986371027539971,3.287570628769657,3.2739761581863247,0.11681720455028487,-0.7260238418136753,1.071789397642144,0.002445051190053994,1.1028648490415773,1.2474235212249194,0.027655265164272507,1.6999479876829355,1.728681518525691,0.03144462339835119,2.2210052142451735,3.7282210889877483,0.053172991385914574,173.73367346938775,3.8658920224151303,274.8,4.696367865867599,68.85,0.7260236107236224,0.6092064061733127,0.8428408152739322,relevante,True
apf,98.0,100,100,100.0,96.30051925239981,99.99999999999999,100.0,17.0,25.548181233642975,100.0,83.0,74.45181876635702,0.1987299592491597,0.1987299592491597,1.9285875790383868,1.9285875790383868,0.18778290571213854,-2.071412420961613,2.0408017684996675,0.04999608619634509,2.9649619744011186,4.299651604255449,0.08227242744116968,5.458105570735131,5.45086866283584,0.06824357187838369,6.257206185841463,8.772148116635003,0.049649175676225496,231.6555,6.9947896719033595,370.34999999999997,7.074394763842964,96.6,3.08427315080418,2.8874759682658233,3.2810703333425364,relevante,True
orca_nd08,98.0,100,100,100.0,96.30051925239981,99.99999999999999,100.0,26.0,35.37117263186163,100.0,74.0,64.62882736813837,0.17779683615171793,0.17779683615171793,1.4246931846112003,1.4246931846112003,0.12597308898908183,-2.5753068153887995,1.1979714941602237,0.006088294734051482,1.3034753710010258,1.2978820283826988,0.02554751653153529,1.6317518212117534,1.8545774656147873,0.02909218033477796,2.2369193568289623,4.004748287689834,0.04488803792273872,207.7995,8.445661339069552,487.2,7.053137011494935,96.6,2.57530346953442,2.4493303805160473,2.701276558552793,relevante,True
orca_nd18,98.0,100,99,99.0,94.55124752390654,99.82326134344525,99.3,3.0,8.452078080402698,100.0,96.0,90.16278276739263,0.12421233937597563,0.12421233937597563,2.456710226336226,2.444701656324677,0.14686570770351454,-1.555298343675323,1.1159239186994325,0.004392265075749612,1.1676238973296038,1.2966798356024074,0.030161994811852486,1.7386291465120276,1.8419684503790599,0.035070435070066366,2.3463970062865234,4.0005231690453416,0.06371506333722093,183.55757575757576,3.777402173446578,240.89999999999998,7.020161831455222,96.6,1.555297726809024,1.4084320191054855,1.7021634345125625,relevante,True
orca_nd26,98.0,100,100,100.0,96.30051925239981,99.99999999999999,100.0,6.0,12.476968531222507,100.0,94.0,87.52303146877748,0.3685400107496417,0.3685400107496417,2.509344870707332,2.509344870707332,0.15438044269535128,-1.490655129292668,1.095897885286555,0.004385615003172933,1.1821120237400693,1.2780980737885121,0.029124466152399248,1.7893874144416433,1.7823825262236401,0.03215856338970613,2.281096657975389,3.8236171807875667,0.05302154340475644,173.265,3.3465086439995178,231.29999999999998,6.9878770284789224,96.6,1.490654898202615,1.336274455507245,1.6450353408979852,relevante,True
apf,99.0,100,100,100.0,96.30051925239981,99.99999999999999,100.0,65.0,73.63589534652198,100.0,35.0,26.36410465347802,0.033021096167070066,0.033021096167070066,0.8414586555723736,0.8414586555723736,0.11194307127594816,-3.1585413444276265,1.8104263948358468,0.04199499679427334,2.660637360338354,3.797116402692903,0.0762239591749393,4.846034135910735,5.069539433511689,0.06872511471582789,5.821004914212166,8.824511899342122,0.07033346202786254,219.9255,7.751612209811884,392.09999999999997,13.692613074946417,158.4,4.171402074270193,4.044824385262655,4.2979797632777315,relevante,True
orca_nd08,99.0,100,100,100.0,96.30051925239981,99.99999999999999,100.0,82.0,88.29986834574896,100.0,18.0,11.700131654251038,0.018250844564022668,0.018250844564022668,0.6196445295669012,0.6196445295669012,0.07391450635437814,-3.380355470433099,1.2221311124097418,0.007250969111078605,1.3143576715964707,1.2259068437796041,0.028729775720447,1.669184169810194,1.8300805750505134,0.0346567544625075,2.3715536520822176,4.09768757479476,0.056903888976237174,178.8495,4.274728752766381,252.29999999999998,13.366927527549313,147.75,3.3803521245787196,3.3064376181744204,3.454266630983019,relevante,True
orca_nd18,99.0,100,100,100.0,96.30051925239981,99.99999999999999,100.0,45.0,54.75557296835656,100.0,55.00000000000001,45.24442703164345,0.051170401520703825,0.051170401520703825,1.0967102592877427,1.0967102592877427,0.10679844540702717,-2.9032897407122573,1.1538970621562232,0.005284619727322278,1.2291132188345504,1.3007992769448657,0.026649611072697376,1.6122147065463406,1.8922800543347404,0.031089915399548224,2.2521478721828228,4.1455952238914655,0.05238656929662557,170.80349999999999,3.1077052311133593,227.54999999999998,13.325255709649987,147.75,2.9032891238459584,2.7964906784388983,3.0100875692530185,relevante,True
orca_nd26,99.0,100,100,100.0,96.30051925239981,99.99999999999999,100.0,28.999999999999996,38.539074940007936,100.0,71.0,61.460925059992064,0.24771255546286172,0.24771255546286172,1.3809006061755997,1.3809006061755997,0.12043818140901083,-2.6190993938244,1.1311498375941558,0.005685726170303586,1.2268066807608289,1.3317841580130716,0.03007514724012144,1.741219194762504,1.896210279590294,0.03507546277355766,2.3103233346392273,4.116677448060223,0.060822317033439134,169.68449999999999,2.5888444777771262,205.95,13.31035374549342,146.1,2.619099162734347,2.4986609813253122,2.739537344143382,relevante,True
apf,100.0,100,100,100.0,96.30051925239981,99.99999999999999,100.0,100.0,99.99999999999999,100.0,0.0,0.0,0.00025107375798969427,0.00025107375798969427,0.00025107375798969427,0.00025107375798969427,0.0,-3.9997489262420105,1.0,0.0,1.0,7.055506660396567e-15,0.0,7.055506660396567e-15,9.34634548630137e-15,0.0,9.34634548630137e-15,2.0713902627019062e-14,0.0,90.89999999999999,0.0,90.89999999999999,,,5.012609656084577,4.952368235027192,5.072851077141962,relevante,True
orca_nd08,100.0,100,100,100.0,96.30051925239981,99.99999999999999,100.0,100.0,99.99999999999999,100.0,0.0,0.0,0.0029339649132964613,0.0029339649132964613,0.01029315068548121,0.01029315068548121,0.0006321077170846315,-3.9897068493145187,1.0003096912219476,7.149043230597843e-07,1.0003179545276448,0.006443665333103122,6.566355124014686e-05,0.0072664054969916615,0.007297453350672806,7.363982815862584e-05,0.008347466131854503,0.017017950194346525,0.00019464782381016057,91.4265,0.0149536064057882,91.5,,,3.9897035034601394,3.9890713899056176,3.990335617014661,relevante,True
orca_nd18,100.0,100,100,100.0,96.30051925239981,99.99999999999999,100.0,100.0,99.99999999999999,100.0,0.0,0.0,0.0029339649132964613,0.0029339649132964613,0.01029315068548121,0.01029315068548121,0.0006321077170846315,-3.9897068493145187,1.0003096912219476,7.149043230597843e-07,1.0003179545276448,0.006443665333103122,6.566355124014686e-05,0.0072664054969916615,0.007297453350672806,7.363982815862584e-05,0.008347466131854503,0.017017950194346525,0.00019464782381016057,91.4265,0.0149536064057882,91.5,,,3.9897062324482198,3.9890741247255805,3.990338340170859,relevante,True
orca_nd26,100.0,100,100,100.0,96.30051925239981,99.99999999999999,100.0,100.0,99.99999999999999,100.0,0.0,0.0,0.0029339649132964613,0.0029339649132964613,0.01029315068548121,0.01029315068548121,0.0006321077170846315,-3.9897068493145187,1.0003096912219476,7.149043230597843e-07,1.0003179545276448,0.006443665333103122,6.566355124014686e-05,0.0072664054969916615,0.007297453350672806,7.363982815862584e-05,0.008347466131854503,0.017017950194346525,0.00019464782381016057,91.4265,0.0149536064057882,91.5,,,3.989706618224466,3.989074510502782,3.99033872594615,relevante,True
