run_id,seed,experiment_scenario,simulation_completed,executed_frames,visual_mode,attraction_gain,current_repulsion_gain,future_repulsion_ratio,future_repulsion_gain,damping_gain,influence_radius_m,critical_distance_ratio,critical_distance_m,random_force_max_ratio,attraction_waypoint_window,future_repulsion_waypoint_window,minimum_inter_uav_distance_m,closest_uav_pair,minimum_distance_frame,collision_distance_threshold_m,collision_detected,mean_lateral_error_m,mean_lateral_rmse_m,mean_maximum_path_deviation_m,maximum_path_deviation_m,mean_trajectory_elongation_index,total_uavs,uavs_considered_in_metrics
1,1001,8,True,744,False,20,0,0.05,0.0,4,8.0,0.5,4.0,0,5,5,0.0015450849718218916,D1-D10,381,1.0,True,9.253270543304816e-15,1.1307478998735285e-14,2.4862649714889434e-14,3.552713678800501e-14,0.9999999999999988,10,10
2,1002,8,True,744,False,20,0,0.05,0.0,4,8.0,0.5,4.0,0,5,5,0.0015450849718218916,D1-D10,381,1.0,True,9.253270543304816e-15,1.1307478998735285e-14,2.4862649714889434e-14,3.552713678800501e-14,0.9999999999999988,10,10
3,1003,8,True,744,False,20,0,0.05,0.0,4,8.0,0.5,4.0,0,5,5,0.0015450849718218916,D1-D10,381,1.0,True,9.253270543304816e-15,1.1307478998735285e-14,2.4862649714889434e-14,3.552713678800501e-14,0.9999999999999988,10,10
4,1004,8,True,744,False,20,0,0.05,0.0,4,8.0,0.5,4.0,0,5,5,0.0015450849718218916,D1-D10,381,1.0,True,9.253270543304816e-15,1.1307478998735285e-14,2.4862649714889434e-14,3.552713678800501e-14,0.9999999999999988,10,10
5,1005,8,True,744,False,20,0,0.05,0.0,4,8.0,0.5,4.0,0,5,5,0.0015450849718218916,D1-D10,381,1.0,True,9.253270543304816e-15,1.1307478998735285e-14,2.4862649714889434e-14,3.552713678800501e-14,0.9999999999999988,10,10
6,1006,8,True,744,False,20,0,0.05,0.0,4,8.0,0.5,4.0,0,5,5,0.0015450849718218916,D1-D10,381,1.0,True,9.253270543304816e-15,1.1307478998735285e-14,2.4862649714889434e-14,3.552713678800501e-14,0.9999999999999988,10,10
7,1007,8,True,744,False,20,0,0.05,0.0,4,8.0,0.5,4.0,0,5,5,0.0015450849718218916,D1-D10,381,1.0,True,9.253270543304816e-15,1.1307478998735285e-14,2.4862649714889434e-14,3.552713678800501e-14,0.9999999999999988,10,10
8,1008,8,True,744,False,20,0,0.05,0.0,4,8.0,0.5,4.0,0,5,5,0.0015450849718218916,D1-D10,381,1.0,True,9.253270543304816e-15,1.1307478998735285e-14,2.4862649714889434e-14,3.552713678800501e-14,0.9999999999999988,10,10
9,1009,8,True,744,False,20,0,0.05,0.0,4,8.0,0.5,4.0,0,5,5,0.0015450849718218916,D1-D10,381,1.0,True,9.253270543304816e-15,1.1307478998735285e-14,2.4862649714889434e-14,3.552713678800501e-14,0.9999999999999988,10,10
10,1010,8,True,744,False,20,0,0.05,0.0,4,8.0,0.5,4.0,0,5,5,0.0015450849718218916,D1-D10,381,1.0,True,9.253270543304816e-15,1.1307478998735285e-14,2.4862649714889434e-14,3.552713678800501e-14,0.9999999999999988,10,10
11,1011,8,True,744,False,20,0,0.05,0.0,4,8.0,0.5,4.0,0,5,5,0.0015450849718218916,D1-D10,381,1.0,True,9.253270543304816e-15,1.1307478998735285e-14,2.4862649714889434e-14,3.552713678800501e-14,0.9999999999999988,10,10
12,1012,8,True,744,False,20,0,0.05,0.0,4,8.0,0.5,4.0,0,5,5,0.0015450849718218916,D1-D10,381,1.0,True,9.253270543304816e-15,1.1307478998735285e-14,2.4862649714889434e-14,3.552713678800501e-14,0.9999999999999988,10,10
13,1013,8,True,744,False,20,0,0.05,0.0,4,8.0,0.5,4.0,0,5,5,0.0015450849718218916,D1-D10,381,1.0,True,9.253270543304816e-15,1.1307478998735285e-14,2.4862649714889434e-14,3.552713678800501e-14,0.9999999999999988,10,10
14,1014,8,True,744,False,20,0,0.05,0.0,4,8.0,0.5,4.0,0,5,5,0.0015450849718218916,D1-D10,381,1.0,True,9.253270543304816e-15,1.1307478998735285e-14,2.4862649714889434e-14,3.552713678800501e-14,0.9999999999999988,10,10
15,1015,8,True,744,False,20,0,0.05,0.0,4,8.0,0.5,4.0,0,5,5,0.0015450849718218916,D1-D10,381,1.0,True,9.253270543304816e-15,1.1307478998735285e-14,2.4862649714889434e-14,3.552713678800501e-14,0.9999999999999988,10,10
16,1016,8,True,744,False,20,0,0.05,0.0,4,8.0,0.5,4.0,0,5,5,0.0015450849718218916,D1-D10,381,1.0,True,9.253270543304816e-15,1.1307478998735285e-14,2.4862649714889434e-14,3.552713678800501e-14,0.9999999999999988,10,10
17,1017,8,True,744,False,20,0,0.05,0.0,4,8.0,0.5,4.0,0,5,5,0.0015450849718218916,D1-D10,381,1.0,True,9.253270543304816e-15,1.1307478998735285e-14,2.4862649714889434e-14,3.552713678800501e-14,0.9999999999999988,10,10
18,1018,8,True,744,False,20,0,0.05,0.0,4,8.0,0.5,4.0,0,5,5,0.0015450849718218916,D1-D10,381,1.0,True,9.253270543304816e-15,1.1307478998735285e-14,2.4862649714889434e-14,3.552713678800501e-14,0.9999999999999988,10,10
19,1019,8,True,744,False,20,0,0.05,0.0,4,8.0,0.5,4.0,0,5,5,0.0015450849718218916,D1-D10,381,1.0,True,9.253270543304816e-15,1.1307478998735285e-14,2.4862649714889434e-14,3.552713678800501e-14,0.9999999999999988,10,10
20,1020,8,True,744,False,20,0,0.05,0.0,4,8.0,0.5,4.0,0,5,5,0.0015450849718218916,D1-D10,381,1.0,True,9.253270543304816e-15,1.1307478998735285e-14,2.4862649714889434e-14,3.552713678800501e-14,0.9999999999999988,10,10
