run_id,seed,experiment_scenario,simulation_completed,executed_frames,visual_mode,attraction_gain,current_repulsion_gain,future_repulsion_ratio,future_repulsion_gain,damping_gain,influence_radius_m,critical_distance_ratio,critical_distance_m,random_force_max_ratio,attraction_waypoint_window,future_repulsion_waypoint_window,minimum_inter_uav_distance_m,closest_uav_pair,minimum_distance_frame,collision_distance_threshold_m,collision_detected,mean_lateral_error_m,mean_lateral_rmse_m,mean_maximum_path_deviation_m,maximum_path_deviation_m,mean_trajectory_elongation_index,total_uavs,uavs_considered_in_metrics
1,1001,7,True,1212,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,0.05,5,5,5.33446780846142,D1-D7,576,1.0,False,3.7834461526750127,5.018115203880089,8.552793733448507,10.195677630556556,1.6136336658548234,10,10
2,1002,7,True,950,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,0.05,5,5,4.815514365361396,D1-D9,593,1.0,False,4.00855517743221,5.214316681412427,9.063045125697622,10.32994780807137,1.413543007711236,10,10
3,1003,7,True,908,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,0.05,5,5,5.677650566025785,D7-D9,325,1.0,False,4.035896889892704,5.237617513766297,9.022930014049905,9.941789795349464,1.3742827160562927,10,10
4,1004,7,True,1049,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,0.05,5,5,5.061906476112554,D7-D8,634,1.0,False,3.549461969396772,4.846471347811685,8.679444055278777,9.958651225041276,1.418129868044367,10,10
5,1005,7,True,981,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,0.05,5,5,5.550184655785171,D1-D2,627,1.0,False,4.144080005366085,5.296312040236449,8.89454021522306,10.282023471175979,1.4470229635503502,10,10
6,1006,7,True,976,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,0.05,5,5,5.088284230024257,D6-D7,558,1.0,False,4.0091355645065825,5.230537998079235,8.976284018342943,9.994560205699592,1.4224903999285534,10,10
7,1007,7,True,938,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,0.05,5,5,5.591843757527806,D2-D4,550,1.0,False,4.337814891927847,5.417699429615995,9.066662574445552,9.87884850362125,1.440661101958454,10,10
8,1008,7,True,927,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,0.05,5,5,5.64194858207245,D5-D7,355,1.0,False,4.113810520936081,5.286346343913376,9.030965277126672,10.052043055468944,1.4027855106304468,10,10
9,1009,7,True,1102,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,0.05,5,5,5.148559744925747,D2-D3,683,1.0,False,3.503097789542541,4.748099143225896,8.333305107266181,9.430037071314247,1.4916509100464912,10,10
10,1010,7,True,1161,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,0.05,5,5,4.440478136444509,D5-D8,609,1.0,False,3.508757578085329,4.790048825258451,8.771498830097034,10.061963803588812,1.5131298338116759,10,10
