run_id,seed,experiment_scenario,simulation_completed,executed_frames,visual_mode,attraction_gain,current_repulsion_gain,future_repulsion_ratio,future_repulsion_gain,damping_gain,influence_radius_m,critical_distance_ratio,critical_distance_m,conflict_waypoint_visitation_radius_m,random_force_max_ratio,attraction_waypoint_window,future_repulsion_waypoint_window,emergency_shares_full_route,communication_period_steps,communication_period_s,communication_frequency_hz,communication_delay_steps,communication_delay_s,configured_packet_loss_probability,transmitted_packets,application_payload_total_bytes,mean_packet_payload_bytes,maximum_packet_payload_bytes,aggregate_application_bandwidth_kbps,mean_uav_application_bandwidth_kbps,maximum_uav_application_bandwidth_kbps,receiver_delivery_attempts,receiver_dropped_packets,receiver_delivered_packets,observed_receiver_packet_loss_ratio,mean_information_age_s,maximum_information_age_s,localization_sigma_xy_m,localization_sigma_z_m,mean_rms_acceleration_m_s2,mean_conflict_rms_acceleration_m_s2,theoretical_max_speed_m_s,maximum_observed_speed_m_s,minimum_inter_uav_distance_m,closest_uav_pair,minimum_distance_frame,collision_distance_threshold_m,collision_detected,mean_lateral_error_m,mean_lateral_rmse_m,mean_maximum_path_deviation_m,maximum_path_deviation_m,mean_trajectory_elongation_index,total_uavs,uavs_considered_in_metrics
1,1001,1,True,1002,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,4008,497856,124.21556886227545,273,26.49932135728543,6.624830339321358,14.560000000000002,12024,0,12024,0.0,0.0,0.0,0.0,0.0,1.0439825070906112,2.3271411590418505,0.4301162633521313,0.4301162633521314,11.461995165567606,D1-D4,452,1.0,False,1.6379057390554481,2.8779410793923805,6.902469431809382,6.907024923248294,1.1733392337165822,4,3
2,1002,1,True,1009,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,4036,501024,124.13875123885035,273,26.48293359762141,6.620733399405352,14.56,12108,0,12108,0.0,0.0,0.0,0.0,0.0,1.057383053088036,2.3500761302462405,0.4301162633521313,0.4301162633521314,11.44766488522899,D1-D4,467,1.0,False,1.6247589525570107,2.866551124957327,6.910482071930649,6.918242764010957,1.1790425673621825,4,3
3,1003,1,True,1008,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,4032,500796,124.20535714285714,273,26.497142857142858,6.624285714285715,14.560000000000002,12096,0,12096,0.0,0.0,0.0,0.0,0.0,1.0746278761906787,2.3849319569426797,0.4301162633521313,0.4301162633521314,11.457358459034806,D1-D4,476,1.0,False,1.62754775338793,2.8688475180914836,6.911433255260621,6.922998006531345,1.1803137017044865,4,3
4,1004,1,True,1005,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,4020,499404,124.22985074626865,273,26.50236815920398,6.6255920398009955,14.56,12060,0,12060,0.0,0.0,0.0,0.0,0.0,1.0574215635382382,2.3519374679118576,0.4301162633521313,0.4301162633521314,11.459720710549504,D1-D4,475,1.0,False,1.6348404880119611,2.8762572511102658,6.907527984287625,6.910195620715744,1.1773471431207922,4,3
5,1005,1,True,1007,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,4028,499704,124.05759682224429,273,26.46562065541212,6.616405163853029,14.560000000000002,12084,0,12084,0.0,0.0,0.0,0.0,0.0,1.047639575614757,2.3376579510892417,0.4301162633521313,0.4301162633521314,11.455560749732737,D1-D4,457,1.0,False,1.629822716936686,2.8709253396250474,6.906327752160874,6.918543333285433,1.1755584458920243,4,3
6,1006,1,True,1011,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,4044,501312,123.96439169139465,273,26.445736894164195,6.611434223541048,14.56,12132,0,12132,0.0,0.0,0.0,0.0,0.0,1.0570562205552594,2.3581357613339096,0.4301162633521313,0.4301162633521314,11.454409263228895,D1-D4,459,1.0,False,1.6243381711598195,2.8665729206691672,6.917048171536937,6.925694783054778,1.176892600995463,4,3
7,1007,1,True,1001,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,4004,497100,124.15084915084915,273,26.485514485514486,6.621378621378621,14.56,12012,0,12012,0.0,0.0,0.0,0.0,0.0,1.0295692888225352,2.2999274268289915,0.4301162633521313,0.4301162633521314,11.46568256115672,D1-D4,462,1.0,False,1.6342536344518397,2.872969749612405,6.902632424934477,6.918523855562973,1.1708596191868177,4,3
8,1008,1,True,1001,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,4004,497100,124.15084915084915,273,26.485514485514486,6.621378621378621,14.56,12012,0,12012,0.0,0.0,0.0,0.0,0.0,1.031278970068418,2.303812088437765,0.4301162633521313,0.4301162633521314,11.482408942188853,D1-D4,457,1.0,False,1.6387570044901498,2.8786487387113744,6.910752656999809,6.920100954859221,1.170919752886543,4,3
9,1009,1,True,1006,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,4024,499428,124.11232604373757,273,26.477296222664016,6.619324055666004,14.56,12072,0,12072,0.0,0.0,0.0,0.0,0.0,1.054976190393045,2.3520486166277625,0.4301162633521313,0.4301162633521314,11.46946403052508,D1-D4,475,1.0,False,1.6313884469458826,2.8734969562860138,6.912064427580003,6.9313373565150656,1.175902184753552,4,3
10,1010,1,True,1008,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,4032,500244,124.06845238095238,273,26.46793650793651,6.616984126984128,14.560000000000002,12096,0,12096,0.0,0.0,0.0,0.0,0.0,1.0520068521866703,2.34540174211021,0.4301162633521313,0.4301162633521314,11.451123579029284,D1-D4,459,1.0,False,1.6288082646858666,2.8704739818738125,6.920355659549561,6.933340205116259,1.1753438834856158,4,3
