run_id,seed,experiment_scenario,simulation_completed,executed_frames,visual_mode,attraction_gain,current_repulsion_gain,future_repulsion_ratio,future_repulsion_gain,damping_gain,influence_radius_m,critical_distance_ratio,critical_distance_m,conflict_waypoint_visitation_radius_m,random_force_max_ratio,attraction_waypoint_window,future_repulsion_waypoint_window,emergency_shares_full_route,communication_period_steps,communication_period_s,communication_frequency_hz,communication_delay_steps,communication_delay_s,configured_packet_loss_probability,transmitted_packets,application_payload_total_bytes,mean_packet_payload_bytes,maximum_packet_payload_bytes,aggregate_application_bandwidth_kbps,mean_uav_application_bandwidth_kbps,maximum_uav_application_bandwidth_kbps,receiver_delivery_attempts,receiver_dropped_packets,receiver_delivered_packets,observed_receiver_packet_loss_ratio,mean_information_age_s,maximum_information_age_s,localization_sigma_xy_m,localization_sigma_z_m,mean_rms_acceleration_m_s2,mean_conflict_rms_acceleration_m_s2,theoretical_max_speed_m_s,maximum_observed_speed_m_s,minimum_inter_uav_distance_m,closest_uav_pair,minimum_distance_frame,collision_distance_threshold_m,collision_detected,mean_lateral_error_m,mean_lateral_rmse_m,mean_maximum_path_deviation_m,maximum_path_deviation_m,mean_trajectory_elongation_index,total_uavs,uavs_considered_in_metrics
1,1001,7,True,1102,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,11020,699132,63.44210526315789,81,33.835789473684216,3.3835789473684215,4.064464609800363,99180,0,99180,0.0,0.0,0.0,0.0,0.0,2.0166631068015928,2.666339917523903,0.4301162633521313,0.4301162633521314,5.132734303488817,D1-D9,606,1.0,False,3.6208845646685814,4.944507625323657,9.017812402618887,10.273244287186898,1.4547778112474323,10,10
2,1002,7,True,960,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,9600,651288,67.8425,81,36.18266666666666,3.6182666666666665,3.7613333333333334,86400,0,86400,0.0,0.0,0.0,0.0,0.0,2.212592885659882,2.730404567932569,0.4301162633521313,0.4301162633521314,4.821702608360295,D1-D9,606,1.0,False,4.131025550309274,5.28020362437102,9.031396029649772,10.34535466415615,1.434257029153545,10,10
3,1003,7,True,1160,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,11600,747696,64.45655172413792,81,34.3768275862069,3.4376827586206895,4.0777931034482755,104400,0,104400,0.0,0.0,0.0,0.0,0.0,2.1087785571424713,2.7854912782350847,0.4301162633521313,0.4301162633521314,4.700742079040843,D3-D5,680,1.0,False,3.616633223622189,4.931060656765235,8.903503547594148,9.8747405270563,1.5188449649862317,10,10
4,1004,7,True,923,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,9230,639102,69.2418201516793,81,36.9289707475623,3.69289707475623,3.7403250270855906,83070,0,83070,0.0,0.0,0.0,0.0,0.0,2.0783151258184374,2.643017961531555,0.4301162633521313,0.4301162633521314,5.839001589389488,D2-D10,344,1.0,False,4.114443577207089,5.292168945097082,9.032309583630871,10.019941729704016,1.4039787674359219,10,10
5,1005,7,True,1128,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,11280,738864,65.50212765957447,81,34.93446808510638,3.4934468085106385,3.87290780141844,101520,0,101520,0.0,0.0,0.0,0.0,0.0,2.2302189601793505,2.8631139860342154,0.4301162633521313,0.4301162633521314,4.952990563923183,D9-D10,706,1.0,False,3.7056172907921394,4.944212979458692,8.53321642112244,9.398025124301373,1.5377162228467554,10,10
6,1006,7,True,1259,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,12590,773394,61.42922954725973,81,32.76225575853852,3.2762255758538523,4.096838760921366,113310,0,113310,0.0,0.0,0.0,0.0,0.0,2.0487907581943623,2.7266044752168246,0.4301162633521313,0.4301162633521314,4.9365629285529735,D4-D9,464,1.0,False,3.336629044925617,4.659640567951055,8.585234797446864,9.730530924085523,1.5539879862358719,10,10
7,1007,7,True,979,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,9790,670026,68.43983656792645,81,36.50124616956078,3.6501246169560777,3.776098059244127,88110,0,88110,0.0,0.0,0.0,0.0,0.0,2.2447958308404985,2.762327381587465,0.4301162633521313,0.4301162633521314,5.050603545869839,D1-D2,646,1.0,False,4.22150234506978,5.3446678334855475,8.835843112371677,10.20262012049227,1.462669594319514,10,10
8,1008,7,True,1156,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,11560,736476,63.70899653979239,81,33.97813148788927,3.397813148788927,4.076955017301038,104040,0,104040,0.0,0.0,0.0,0.0,0.0,2.119091026325555,2.768951435444854,0.4301162633521313,0.4301162633521314,4.89969418893584,D3-D6,571,1.0,False,3.60931846664918,4.833408312240001,8.531120193644147,9.871428589785452,1.5194742245290864,10,10
9,1009,7,True,1096,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,10960,714984,65.23576642335766,81,34.792408759124086,3.4792408759124087,3.870948905109489,98640,0,98640,0.0,0.0,0.0,0.0,0.0,2.0424023132566056,2.6228970350760448,0.4301162633521313,0.4301162633521314,4.725445723368506,D8-D9,633,1.0,False,3.716530257322828,4.942451698010869,8.70338731641189,9.874326390609662,1.4950009328071123,10,10
10,1010,7,True,1177,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,11770,764586,64.96057774001699,81,34.6456414613424,3.46456414613424,4.084010195412065,105930,0,105930,0.0,0.0,0.0,0.0,0.0,2.2205407876477463,2.8690996359465433,0.4301162633521313,0.4301162633521314,4.871461061412977,D1-D9,695,1.0,False,3.6744241366551016,4.931222017706917,8.799969117297524,9.778798642114058,1.557558828121151,10,10
