run_id,seed,experiment_scenario,simulation_completed,executed_frames,visual_mode,attraction_gain,current_repulsion_gain,future_repulsion_ratio,future_repulsion_gain,damping_gain,influence_radius_m,critical_distance_ratio,critical_distance_m,conflict_waypoint_visitation_radius_m,random_force_max_ratio,attraction_waypoint_window,future_repulsion_waypoint_window,emergency_shares_full_route,communication_period_steps,communication_period_s,communication_frequency_hz,communication_delay_steps,communication_delay_s,configured_packet_loss_probability,transmitted_packets,application_payload_total_bytes,mean_packet_payload_bytes,maximum_packet_payload_bytes,aggregate_application_bandwidth_kbps,mean_uav_application_bandwidth_kbps,maximum_uav_application_bandwidth_kbps,receiver_delivery_attempts,receiver_dropped_packets,receiver_delivered_packets,observed_receiver_packet_loss_ratio,mean_information_age_s,maximum_information_age_s,localization_sigma_xy_m,localization_sigma_z_m,mean_rms_acceleration_m_s2,mean_conflict_rms_acceleration_m_s2,theoretical_max_speed_m_s,maximum_observed_speed_m_s,minimum_inter_uav_distance_m,closest_uav_pair,minimum_distance_frame,collision_distance_threshold_m,collision_detected,mean_lateral_error_m,mean_lateral_rmse_m,mean_maximum_path_deviation_m,maximum_path_deviation_m,mean_trajectory_elongation_index,total_uavs,uavs_considered_in_metrics
1,1001,10,True,2305,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,6915,2813415,406.85683297180043,2181,65.09709327548806,21.699031091829358,56.68005206073753,13830,0,13830,0.0,0.0,0.0,0.0,0.0,1.0230964199022976,2.4744425122476668,0.4301162633521313,0.4301162633521314,7.926632202528632,D1-D2,1077,1.0,False,1.2998130921654303,2.0844967560461916,5.589388556550397,7.892342872152115,1.0723412617931094,3,3
2,1002,10,True,2304,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,6912,2813400,407.03125,2181,65.12500000000001,21.708333333333336,56.70416666666667,13824,0,13824,0.0,0.0,0.0,0.0,0.0,1.0342484887920418,2.51343694993486,0.4301162633521313,0.4301162633521314,7.938724773615414,D1-D2,1000,1.0,False,1.3014826060636944,2.086493345264733,5.583878406348954,7.885961112620492,1.0724537938127308,3,3
3,1003,10,True,2297,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,6891,2812179,408.0944710491946,2181,65.29511536787113,21.765038455957043,56.87355681323465,13782,0,13782,0.0,0.0,0.0,0.0,0.0,1.0111578275015198,2.4466562710201982,0.4301162633521313,0.4301162633521314,7.944824008018766,D1-D2,1038,1.0,False,1.299887270459764,2.085690022708652,5.587604328267475,7.8956622679237185,1.07008552897244,3,3
4,1004,10,True,2307,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,6921,2813745,406.5517988729952,2181,65.04828781967923,21.682762606559745,56.6318855656697,13842,0,13842,0.0,0.0,0.0,0.0,0.0,1.0259635628542911,2.481020973275762,0.4301162633521313,0.4301162633521314,7.92894251635886,D1-D2,1075,1.0,False,1.2998253778485107,2.084360913716168,5.5922875650983705,7.8948329340508145,1.0728045456876998,3,3
5,1005,10,True,2304,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,6912,2813292,407.015625,2181,65.1225,21.707500000000003,56.70416666666667,13824,0,13824,0.0,0.0,0.0,0.0,0.0,1.022162366346477,2.4751774226947623,0.4301162633521313,0.4301162633521314,7.933501583141389,D1-D2,994,1.0,False,1.3000361093067772,2.084883414378368,5.589135376726444,7.895697476261697,1.0718422987636649,3,3
6,1006,10,True,2300,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,6900,2812668,407.63304347826084,2181,65.22128695652174,21.740428985507247,56.800834782608696,13800,0,13800,0.0,0.0,0.0,0.0,0.0,1.019224781930692,2.468331864579196,0.4301162633521313,0.4301162633521314,7.92621726614779,D1-D2,1032,1.0,False,1.3002691541629812,2.0855452907576333,5.587272176843438,7.891583105905254,1.0708950619370547,3,3
7,1007,10,True,2300,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,6900,2812704,407.6382608695652,2181,65.22212173913044,21.74070724637681,56.800834782608696,13800,0,13800,0.0,0.0,0.0,0.0,0.0,1.0215599678002314,2.478224350556496,0.4301162633521313,0.4301162633521314,7.914195007067092,D1-D2,1031,1.0,False,1.3034844310971723,2.0902285962248808,5.5863073850753855,7.901679657432555,1.0709195502036672,3,3
8,1008,10,True,2307,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,6921,2813925,406.5778066753359,2181,65.05244906805375,21.684149689351248,56.6318855656697,13842,0,13842,0.0,0.0,0.0,0.0,0.0,1.0330798954154117,2.509754866927775,0.4301162633521313,0.4301162633521314,7.915272419690949,D1-D2,1048,1.0,False,1.300437036076607,2.084952669951582,5.594045347522171,7.903684975332184,1.0734422475481882,3,3
9,1009,10,True,2303,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,6909,2813061,407.1589231437256,2181,65.14542770299609,21.715142567665364,56.728302214502826,13818,0,13818,0.0,0.0,0.0,0.0,0.0,1.017323334558427,2.452661423247606,0.4301162633521313,0.4301162633521314,7.945523638421097,D2-D3,1199,1.0,False,1.2989450592334046,2.0834763531357163,5.588666004827583,7.888511050427185,1.0717454936834214,3,3
10,1010,10,True,2299,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,6897,2812365,407.76642018268814,2181,65.24262722923011,21.747542409743367,56.82505437146586,13794,0,13794,0.0,0.0,0.0,0.0,0.0,1.015036903698162,2.4558070488170496,0.4301162633521313,0.4301162633521314,7.925034804732192,D1-D2,1061,1.0,False,1.2975631791981992,2.0837467157206357,5.592816993982478,7.898097395608779,1.070417513715686,3,3
11,1011,10,True,2301,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,6903,2812887,407.4876140808344,2181,65.19801825293351,21.732672750977837,56.77663624511082,13806,0,13806,0.0,0.0,0.0,0.0,0.0,1.025324791984535,2.4869013899059462,0.4301162633521313,0.4301162633521314,7.914839259361194,D1-D2,1041,1.0,False,1.3004758722736598,2.0858148976472406,5.590294073292973,7.9014209799036035,1.0713420498955897,3,3
12,1012,10,True,2307,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,6921,2813841,406.5656697009103,2181,65.05050715214564,21.68350238404855,56.6318855656697,13842,0,13842,0.0,0.0,0.0,0.0,0.0,1.0324923262183097,2.5060747360899804,0.4301162633521313,0.4301162633521314,7.911252713687331,D1-D2,1053,1.0,False,1.3004387572153984,2.085844072948914,5.591937484740197,7.89780932064209,1.073191501086744,3,3
