run_id,seed,experiment_scenario,simulation_completed,executed_frames,visual_mode,attraction_gain,current_repulsion_gain,future_repulsion_ratio,future_repulsion_gain,damping_gain,influence_radius_m,critical_distance_ratio,critical_distance_m,conflict_waypoint_visitation_radius_m,random_force_max_ratio,attraction_waypoint_window,future_repulsion_waypoint_window,emergency_shares_full_route,communication_period_steps,communication_period_s,communication_frequency_hz,communication_delay_steps,communication_delay_s,configured_packet_loss_probability,transmitted_packets,application_payload_total_bytes,mean_packet_payload_bytes,maximum_packet_payload_bytes,aggregate_application_bandwidth_kbps,mean_uav_application_bandwidth_kbps,maximum_uav_application_bandwidth_kbps,receiver_delivery_attempts,receiver_dropped_packets,receiver_delivered_packets,observed_receiver_packet_loss_ratio,mean_information_age_s,maximum_information_age_s,localization_sigma_xy_m,localization_sigma_z_m,mean_rms_acceleration_m_s2,mean_conflict_rms_acceleration_m_s2,theoretical_max_speed_m_s,maximum_observed_speed_m_s,minimum_inter_uav_distance_m,closest_uav_pair,minimum_distance_frame,collision_distance_threshold_m,collision_detected,mean_lateral_error_m,mean_lateral_rmse_m,mean_maximum_path_deviation_m,maximum_path_deviation_m,mean_trajectory_elongation_index,total_uavs,uavs_considered_in_metrics
1,1001,8,True,1079,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,10790,766158,71.00630213160333,273,37.87002780352178,3.787002780352178,5.646858202038925,97110,0,97110,0.0,0.0,0.0,0.0,0.0,2.1668430492456903,2.9809013730503864,0.4301162633521313,0.4301162633521314,5.617543107864138,D6-D9,615,1.0,False,3.7772644489297384,4.790304282329824,7.7977685100617675,9.85870194632569,1.4940437424228308,10,10
2,1002,8,True,1048,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,10480,742236,70.82404580152672,273,37.77282442748092,3.777282442748092,5.780763358778627,94320,0,94320,0.0,0.0,0.0,0.0,0.0,1.8759657188649042,2.646314371473006,0.4301162633521313,0.4301162633521314,4.461745505686728,D5-D7,586,1.0,False,3.4854403042571227,4.55591536129368,7.808764500454035,9.765298148993415,1.422317022587039,10,10
3,1003,8,True,1002,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,10020,739308,73.78323353293413,273,39.351057884231544,3.935105788423154,5.994730538922156,90180,0,90180,0.0,0.0,0.0,0.0,0.0,2.086468507648648,2.849061180949641,0.4301162633521313,0.4301162633521314,5.829961846089216,D8-D10,653,1.0,False,3.9602164159239193,4.929538144382621,8.072182439680889,10.13225513945471,1.4521924597085183,10,10
4,1004,8,True,1190,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,11900,805236,67.66689075630252,273,36.08900840336135,3.6089008403361347,5.224605042016806,107100,0,107100,0.0,0.0,0.0,0.0,0.0,2.033255600316837,2.8574532192671147,0.4301162633521313,0.4301162633521314,5.18305113310127,D8-D9,766,1.0,False,3.4858450181367138,4.560502198423507,7.83872985349476,9.800172186984915,1.5155521615227783,10,10
5,1005,8,True,978,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,9780,709644,72.56073619631901,273,38.699059304703475,3.869905930470348,6.11435582822086,88020,0,88020,0.0,0.0,0.0,0.0,0.0,1.9348653999866738,2.660803296878088,0.4301162633521313,0.4301162633521314,4.76182235301248,D6-D8,638,1.0,False,3.80208005132463,4.767106443430607,8.023972322862386,10.53844021448714,1.4099811187193698,10,10
6,1006,8,True,1263,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,12630,826830,65.46555819477435,273,34.914964370546315,3.491496437054632,4.987363420427554,113670,0,113670,0.0,0.0,0.0,0.0,0.0,1.8428148747887363,2.7006692691655942,0.4301162633521313,0.4301162633521314,5.299802788400242,D8-D10,821,1.0,False,3.176157199180312,4.355518045905067,7.757949243962175,9.736682859516293,1.5119515229426876,10,10
7,1007,8,True,1001,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,10010,738330,73.75924075924075,273,39.33826173826174,3.9338261738261737,5.999600399600399,90090,0,90090,0.0,0.0,0.0,0.0,0.0,1.9924811582916988,2.738183925383405,0.4301162633521313,0.4301162633521314,5.7197781850371445,D8-D10,652,1.0,False,3.8550674975018095,4.8450655181075195,8.054540636493218,10.080990949495913,1.4384528241760102,10,10
8,1008,8,True,1017,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,10170,720390,70.83480825958702,273,37.77856440511308,3.777856440511308,5.92283185840708,91530,0,91530,0.0,0.0,0.0,0.0,0.0,1.7919769124810299,2.5523378875058222,0.4301162633521313,0.4301162633521314,4.455015508124185,D5-D7,560,1.0,False,3.3695750488879432,4.483621153794524,7.841012362922834,9.718459128928032,1.3768462805234551,10,10
9,1009,8,True,989,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,9890,717054,72.50293225480283,273,38.66823053589484,3.8668230535894845,6.0588068756319515,89010,0,89010,0.0,0.0,0.0,0.0,0.0,1.95356900225614,2.713480234401893,0.4301162633521313,0.4301162633521314,5.943217737205944,D7-D9,353,1.0,False,3.7620268964197345,4.7713869825175035,8.016120705272003,10.101734134809677,1.3991100931290192,10,10
10,1010,8,True,1267,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,12670,865254,68.29155485398579,273,36.422162588792425,3.642216258879243,4.975153906866614,114030,0,114030,0.0,0.0,0.0,0.0,0.0,2.120977696269954,2.97977735489415,0.4301162633521313,0.4301162633521314,4.92162255637927,D6-D8,853,1.0,False,3.61592119223574,4.728950333304776,8.077435198929482,10.416033504908,1.6078113566572518,10,10
