run_id,seed,experiment_scenario,simulation_completed,executed_frames,visual_mode,attraction_gain,current_repulsion_gain,future_repulsion_ratio,future_repulsion_gain,damping_gain,influence_radius_m,critical_distance_ratio,critical_distance_m,random_force_max_ratio,attraction_waypoint_window,future_repulsion_waypoint_window,minimum_inter_uav_distance_m,closest_uav_pair,minimum_distance_frame,collision_distance_threshold_m,collision_detected,mean_lateral_error_m,mean_lateral_rmse_m,mean_maximum_path_deviation_m,maximum_path_deviation_m,mean_trajectory_elongation_index,total_uavs,uavs_considered_in_metrics
1,1001,4,True,944,False,20,10000,0.0,0.0,4,8.0,0.5,4.0,0.05,5,5,5.522826834560644,D1-D2,450,1.0,False,0.7729046219179414,1.4702271447022668,4.203315140215389,4.213269275954934,1.0877102574492996,2,2
2,1002,4,True,941,False,20,10000,0.0,0.0,4,8.0,0.5,4.0,0.05,5,5,5.907192764130014,D1-D2,434,1.0,False,0.7561853282568802,1.4663635215763937,4.122252111608496,4.132597359991659,1.0819137205141582,2,2
3,1003,4,True,943,False,20,10000,0.0,0.0,4,8.0,0.5,4.0,0.05,5,5,5.6148154860253605,D1-D2,437,1.0,False,0.768524854379093,1.4699945096700202,4.174800843998659,4.181201516741812,1.0869488853604539,2,2
4,1004,4,True,942,False,20,10000,0.0,0.0,4,8.0,0.5,4.0,0.05,5,5,5.703849086039656,D1-D2,436,1.0,False,0.7580777390605997,1.4608468087645519,4.155003515416808,4.175162679648948,1.0844294929195275,2,2
5,1005,4,True,946,False,20,10000,0.0,0.0,4,8.0,0.5,4.0,0.05,5,5,5.275172521930568,D1-D2,458,1.0,False,0.8136903367238009,1.5141903109007049,4.335029567656804,4.380453538202693,1.0925037924235923,2,2
6,1006,4,True,943,False,20,10000,0.0,0.0,4,8.0,0.5,4.0,0.05,5,5,5.625559517077548,D1-D2,439,1.0,False,0.7731802577614444,1.4729822655692295,4.208629880519011,4.218054160357681,1.085861259804771,2,2
7,1007,4,True,941,False,20,10000,0.0,0.0,4,8.0,0.5,4.0,0.05,5,5,5.791109905993901,D1-D2,435,1.0,False,0.7489248886986848,1.453033982409102,4.124641151647365,4.128451730591481,1.083722449324783,2,2
8,1008,4,True,944,False,20,10000,0.0,0.0,4,8.0,0.5,4.0,0.05,5,5,5.494855097946625,D1-D2,451,1.0,False,0.7812238243752807,1.4787583383585166,4.282400971534004,4.3252087349796735,1.0878922889539449,2,2
9,1009,4,True,947,False,20,10000,0.0,0.0,4,8.0,0.5,4.0,0.05,5,5,5.257825085150791,D1-D2,456,1.0,False,0.8185435766347113,1.5171006031079328,4.359531753651735,4.3975372012188965,1.092730303049103,2,2
10,1010,4,True,943,False,20,10000,0.0,0.0,4,8.0,0.5,4.0,0.05,5,5,5.55754479256333,D1-D2,451,1.0,False,0.7748509366122001,1.4741965132229895,4.147151076502738,4.157890849651958,1.0866852223892978,2,2
11,1011,4,True,941,False,20,10000,0.0,0.0,4,8.0,0.5,4.0,0.05,5,5,5.7868438886622675,D1-D2,434,1.0,False,0.759962080117017,1.464469142166811,4.158252675855273,4.1632175200113295,1.0835316083754192,2,2
12,1012,4,True,940,False,20,10000,0.0,0.0,4,8.0,0.5,4.0,0.05,5,5,6.013548782672989,D1-D2,429,1.0,False,0.745415594530811,1.454086661762413,4.069897176606229,4.076712934010181,1.080935640041636,2,2
