run_id,seed,experiment_scenario,simulation_completed,executed_frames,visual_mode,attraction_gain,current_repulsion_gain,future_repulsion_ratio,future_repulsion_gain,damping_gain,influence_radius_m,critical_distance_ratio,critical_distance_m,conflict_waypoint_visitation_radius_m,random_force_max_ratio,attraction_waypoint_window,future_repulsion_waypoint_window,emergency_shares_full_route,communication_period_steps,communication_period_s,communication_frequency_hz,communication_delay_steps,communication_delay_s,configured_packet_loss_probability,transmitted_packets,application_payload_total_bytes,mean_packet_payload_bytes,maximum_packet_payload_bytes,aggregate_application_bandwidth_kbps,mean_uav_application_bandwidth_kbps,maximum_uav_application_bandwidth_kbps,receiver_delivery_attempts,receiver_dropped_packets,receiver_delivered_packets,observed_receiver_packet_loss_ratio,mean_information_age_s,maximum_information_age_s,localization_sigma_xy_m,localization_sigma_z_m,mean_rms_acceleration_m_s2,mean_conflict_rms_acceleration_m_s2,theoretical_max_speed_m_s,maximum_observed_speed_m_s,minimum_inter_uav_distance_m,closest_uav_pair,minimum_distance_frame,collision_distance_threshold_m,collision_detected,mean_lateral_error_m,mean_lateral_rmse_m,mean_maximum_path_deviation_m,maximum_path_deviation_m,mean_trajectory_elongation_index,total_uavs,uavs_considered_in_metrics
1,1001,5,True,958,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,3832,330204,86.17014613778706,273,18.382964509394572,4.595741127348643,5.286012526096034,11496,0,11496,0.0,0.0,0.0,0.0,0.0,1.3352543507288706,2.0155764139558805,0.4301162633521313,0.4301162633521314,4.308934078226939,D1-D3,343,1.0,False,1.5707345615463866,2.4643358927600323,5.680670926968216,7.887935237767026,1.2667444911831873,4,4
2,1002,5,True,824,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,3296,305136,92.57766990291262,273,19.749902912621362,4.9374757281553405,5.921553398058253,9888,0,9888,0.0,0.0,0.0,0.0,0.0,1.1438563759123836,1.6530998840098456,0.4301162633521313,0.4301162633521314,4.166483781964613,D1-D3,349,1.0,False,1.5942082556175723,2.482468246511989,5.820322705806562,8.88679996726032,1.189979206594362,4,4
3,1003,5,True,809,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,3236,302280,93.41161928306552,273,19.927812113720645,4.981953028430161,6.077033374536465,9708,0,9708,0.0,0.0,0.0,0.0,0.0,1.2014687421200416,1.7105918637300552,0.4301162633521313,0.4301162633521314,4.345729291464298,D1-D3,344,1.0,False,1.5466096023067495,2.3665609412574224,5.418284461772435,7.145863124897435,1.1874515814250182,4,4
4,1004,5,True,812,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,3248,304092,93.6243842364532,273,19.973201970443352,4.993300492610838,6.008275862068966,9744,0,9744,0.0,0.0,0.0,0.0,0.0,1.170580450810267,1.6791371825653982,0.4301162633521313,0.4301162633521314,4.23563954964917,D1-D3,347,1.0,False,1.5527506367088022,2.414464051087367,5.59872343207493,7.542328417051419,1.1869991142149303,4,4
5,1005,5,True,873,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,3492,316596,90.66323024054982,273,19.341489117983965,4.835372279495991,5.719495990836198,10476,0,10476,0.0,0.0,0.0,0.0,0.0,1.1933621446510299,1.7543062661337128,0.4301162633521313,0.4301162633521314,4.369339468305572,D1-D3,341,1.0,False,1.62011600938343,2.520912626175954,5.592783030219727,7.816980237973424,1.2299757053738285,4,4
6,1006,5,True,813,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,3252,305940,94.07749077490774,273,20.069864698646988,5.017466174661747,6.059729397293974,9756,0,9756,0.0,0.0,0.0,0.0,0.0,1.1600744634389986,1.6554036518694073,0.4301162633521313,0.4301162633521314,4.373394294508071,D1-D3,341,1.0,False,1.6942354519949494,2.6007005254866993,6.003548855559793,8.392089180778347,1.1943199828088162,4,4
7,1007,5,True,814,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,3256,304284,93.45331695331696,273,19.93670761670762,4.984176904176905,5.989975429975431,9768,0,9768,0.0,0.0,0.0,0.0,0.0,1.1546606003386146,1.662628672450923,0.4301162633521313,0.4301162633521314,4.270548755115382,D1-D3,349,1.0,False,1.6325939187851692,2.5278043102653265,5.919467955128513,8.763944836841851,1.1885538527254105,4,4
8,1008,5,True,829,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,3316,305544,92.14234016887816,273,19.657032569360677,4.914258142340169,5.8779252110977085,9948,0,9948,0.0,0.0,0.0,0.0,0.0,1.1295510472289898,1.6292075713195462,0.4301162633521313,0.4301162633521314,4.165279301417767,D1-D3,352,1.0,False,1.59527012191224,2.5028368024649144,5.896732180521655,8.954918413739515,1.19189147902538,4,4
9,1009,5,True,875,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,3500,316392,90.39771428571429,273,19.284845714285716,4.821211428571429,5.654857142857143,10500,0,10500,0.0,0.0,0.0,0.0,0.0,1.268650809169701,1.882148899358013,0.4301162633521313,0.4301162633521314,4.2697913299324695,D1-D3,347,1.0,False,1.606755924787752,2.5079986713772353,5.690531763240576,8.057849106327321,1.232085274461538,4,4
10,1010,5,True,814,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,3256,304116,93.4017199017199,273,19.925700245700245,4.981425061425061,5.989189189189189,9768,0,9768,0.0,0.0,0.0,0.0,0.0,1.167186287907863,1.678403308584334,0.4301162633521313,0.4301162633521314,4.20088233428152,D1-D3,348,1.0,False,1.6043488855762722,2.4892091619640295,5.841634481667138,8.754298311344083,1.1867142303992386,4,4
