run_id,seed,experiment_scenario,simulation_completed,executed_frames,visual_mode,attraction_gain,current_repulsion_gain,future_repulsion_ratio,future_repulsion_gain,damping_gain,influence_radius_m,critical_distance_ratio,critical_distance_m,random_force_max_ratio,attraction_waypoint_window,future_repulsion_waypoint_window,minimum_inter_uav_distance_m,closest_uav_pair,minimum_distance_frame,collision_distance_threshold_m,collision_detected,mean_lateral_error_m,mean_lateral_rmse_m,mean_maximum_path_deviation_m,maximum_path_deviation_m,mean_trajectory_elongation_index,total_uavs,uavs_considered_in_metrics
1,1001,7,True,1009,False,20,10000,0.0,0.0,4,8.0,0.5,4.0,0.05,5,5,4.263216865850147,D3-D8,427,1.0,False,2.782745093037092,3.6143106841028976,6.603237412274153,8.12281097085677,1.418821126253511,10,10
2,1002,7,True,1005,False,20,10000,0.0,0.0,4,8.0,0.5,4.0,0.05,5,5,3.248407287053925,D1-D9,560,1.0,False,2.7318387010525114,3.5437558208251345,6.519229224333715,7.521797732349865,1.4047403147281288,10,10
3,1003,7,True,1058,False,20,10000,0.0,0.0,4,8.0,0.5,4.0,0.05,5,5,4.425442944067712,D1-D7,496,1.0,False,2.738635938429852,3.4707713436096244,6.564197872760113,8.499641086251524,1.523532273928012,10,10
4,1004,7,True,989,False,20,10000,0.0,0.0,4,8.0,0.5,4.0,0.05,5,5,4.980145515882285,D6-D8,328,1.0,False,2.7112709167237905,3.5573127350598717,6.660587477350857,8.620091734083758,1.4004007028065524,10,10
5,1005,7,True,977,False,20,10000,0.0,0.0,4,8.0,0.5,4.0,0.05,5,5,4.266604714616367,D2-D10,506,1.0,False,2.8958292395145153,3.6846209955544955,6.65259696953252,8.353959099470812,1.419071322221561,10,10
6,1006,7,True,996,False,20,10000,0.0,0.0,4,8.0,0.5,4.0,0.05,5,5,3.094888980351384,D2-D4,551,1.0,False,2.7387363782816236,3.5618458862524625,6.555009634828352,7.814047911893625,1.3901009000819164,10,10
7,1007,7,True,990,False,20,10000,0.0,0.0,4,8.0,0.5,4.0,0.05,5,5,4.468544389177418,D2-D4,534,1.0,False,2.81830018833499,3.6568487626824435,6.9668169389324275,8.597512015643176,1.4143244295237332,10,10
8,1008,7,True,892,False,20,10000,0.0,0.0,4,8.0,0.5,4.0,0.05,5,5,4.903293886190354,D1-D3,541,1.0,False,3.0533633843972936,3.9165746813631044,7.057906132599565,8.801274260342682,1.3393228413374616,10,10
9,1009,7,True,976,False,20,10000,0.0,0.0,4,8.0,0.5,4.0,0.05,5,5,4.885296952878787,D6-D9,433,1.0,False,2.889349479471141,3.889509157112193,7.492077217669776,8.814242449020194,1.388732605741433,10,10
10,1010,7,True,979,False,20,10000,0.0,0.0,4,8.0,0.5,4.0,0.05,5,5,4.606108462470287,D2-D10,473,1.0,False,2.9887321422921036,3.7197783589841826,6.819387614621574,9.153604568236922,1.456413265471339,10,10
11,1011,7,True,990,False,20,10000,0.0,0.0,4,8.0,0.5,4.0,0.05,5,5,4.642395292741922,D1-D3,481,1.0,False,2.848197534665216,3.7000807481006355,6.894019896752003,8.717043004786971,1.3836414636705057,10,10
12,1012,7,True,983,False,20,10000,0.0,0.0,4,8.0,0.5,4.0,0.05,5,5,4.592962176662593,D5-D7,468,1.0,False,2.8010527844175734,3.5539217455836036,6.582033093298532,8.719191716203772,1.4250071075963326,10,10
13,1013,7,True,896,False,20,10000,0.0,0.0,4,8.0,0.5,4.0,0.05,5,5,4.6030063642817565,D3-D6,443,1.0,False,3.133387357928457,4.0043664805290895,7.0566491505161455,8.599677442502227,1.3487972802981083,10,10
14,1014,7,True,1073,False,20,10000,0.0,0.0,4,8.0,0.5,4.0,0.05,5,5,4.303001707781884,D1-D4,508,1.0,False,2.543278637890281,3.3698565278218338,6.597767922340957,8.142297764139068,1.4601744670939738,10,10
15,1015,7,True,1099,False,20,10000,0.0,0.0,4,8.0,0.5,4.0,0.05,5,5,2.5852234792944557,D4-D10,533,1.0,False,2.615808614006789,3.4113318617458974,6.749169139433195,9.242604313465787,1.5185242424713143,10,10
16,1016,7,True,921,False,20,10000,0.0,0.0,4,8.0,0.5,4.0,0.05,5,5,4.561834162257706,D7-D9,489,1.0,False,3.0263296172673795,3.7916373260824194,6.692899513868953,8.230237013717096,1.3735465704767207,10,10
17,1017,7,True,940,False,20,10000,0.0,0.0,4,8.0,0.5,4.0,0.05,5,5,4.243074116352748,D3-D5,569,1.0,False,2.953954134146792,3.7217126842286286,6.777793088329117,8.149353699255435,1.4025995372393891,10,10
18,1018,7,True,904,False,20,10000,0.0,0.0,4,8.0,0.5,4.0,0.05,5,5,4.533566540445251,D4-D6,473,1.0,False,3.0080894038196444,3.895420203384513,6.965767902258685,8.383478786749414,1.3303888338058076,10,10
19,1019,7,True,1029,False,20,10000,0.0,0.0,4,8.0,0.5,4.0,0.05,5,5,4.5941364559263915,D2-D10,473,1.0,False,2.485205328005935,3.4862599667928045,7.076724874494826,8.766580341743817,1.3583173520172123,10,10
20,1020,7,True,932,False,20,10000,0.0,0.0,4,8.0,0.5,4.0,0.05,5,5,4.656855602394956,D7-D10,493,1.0,False,2.8196063046031288,3.5895974423680967,6.688363598933006,8.439844006689318,1.3759788091896679,10,10
21,1021,7,True,926,False,20,10000,0.0,0.0,4,8.0,0.5,4.0,0.05,5,5,4.539092684100146,D6-D9,533,1.0,False,3.1294660341227667,4.0111240567386375,7.305790975285883,8.916767118157175,1.3673196550930542,10,10
22,1022,7,True,938,False,20,10000,0.0,0.0,4,8.0,0.5,4.0,0.05,5,5,4.75778540834873,D2-D10,522,1.0,False,3.028842804436749,3.792617939039515,6.692482856776827,8.59867189485146,1.3953881148239196,10,10
23,1023,7,True,931,False,20,10000,0.0,0.0,4,8.0,0.5,4.0,0.05,5,5,4.622702349194185,D3-D5,562,1.0,False,3.0769280412609055,3.834199195782765,6.696033243725752,8.129045722816981,1.4034360469671774,10,10
24,1024,7,True,858,False,20,10000,0.0,0.0,4,8.0,0.5,4.0,0.05,5,5,4.656376873322617,D5-D10,487,1.0,False,3.110760018525818,4.006874592916168,7.321428907122645,9.462810348399467,1.305676200192332,10,10
25,1025,7,True,984,False,20,10000,0.0,0.0,4,8.0,0.5,4.0,0.05,5,5,4.228973279744919,D4-D6,555,1.0,False,2.855375094620297,3.6611738390363167,6.80682525917195,9.298002875173543,1.4147607607497414,10,10
26,1026,7,True,1057,False,20,10000,0.0,0.0,4,8.0,0.5,4.0,0.05,5,5,4.258013160678423,D2-D6,441,1.0,False,2.6632509142953937,3.4419076772840453,6.699583989266783,9.26084329510179,1.4850232276750435,10,10
27,1027,7,True,1082,False,20,10000,0.0,0.0,4,8.0,0.5,4.0,0.05,5,5,4.432756937278231,D7-D8,603,1.0,False,2.757350530041887,3.5458138175365996,6.683336851164472,8.606234096484604,1.5240326874319823,10,10
28,1028,7,True,1032,False,20,10000,0.0,0.0,4,8.0,0.5,4.0,0.05,5,5,4.4350201166605325,D5-D7,433,1.0,False,2.733374541466615,3.626417150975995,7.035013214132041,8.707178914892745,1.4294872133773242,10,10
29,1029,7,True,984,False,20,10000,0.0,0.0,4,8.0,0.5,4.0,0.05,5,5,4.506919772661473,D2-D9,513,1.0,False,2.864602440832993,3.6098733027306453,6.664555889840479,8.270932449255827,1.4528560629761098,10,10
30,1030,7,True,985,False,20,10000,0.0,0.0,4,8.0,0.5,4.0,0.05,5,5,4.513751784620698,D6-D10,459,1.0,False,2.7879248809634247,3.5319407355475883,6.495737926854756,8.148567329698063,1.4358388829628503,10,10
31,1031,7,True,1015,False,20,10000,0.0,0.0,4,8.0,0.5,4.0,0.05,5,5,4.78903923288855,D4-D6,536,1.0,False,2.7613048544390173,3.595730232947042,6.774497448758777,7.584075301838364,1.4255735216252459,10,10
32,1032,7,True,1044,False,20,10000,0.0,0.0,4,8.0,0.5,4.0,0.05,5,5,4.337247584809039,D1-D4,515,1.0,False,2.599135416865343,3.396819153341666,6.475350247101329,8.067233815475884,1.4502411996672728,10,10
33,1033,7,True,993,False,20,10000,0.0,0.0,4,8.0,0.5,4.0,0.05,5,5,4.580520889399114,D3-D8,425,1.0,False,2.633656062258673,3.5026155737909384,6.647120749774291,8.536465673521104,1.3898680135468642,10,10
34,1034,7,True,931,False,20,10000,0.0,0.0,4,8.0,0.5,4.0,0.05,5,5,4.010867939055382,D7-D10,492,1.0,False,2.816927458349025,3.5695718053020884,6.570635769982557,8.460972670684216,1.3840516428578675,10,10
35,1035,7,True,1018,False,20,10000,0.0,0.0,4,8.0,0.5,4.0,0.05,5,5,4.47361856424345,D2-D4,485,1.0,False,2.6011200702706523,3.422927214231229,6.5394369548836195,8.44664075319633,1.418746367131219,10,10
36,1036,7,True,867,False,20,10000,0.0,0.0,4,8.0,0.5,4.0,0.05,5,5,4.91525293799641,D5-D10,498,1.0,False,3.1557630742649883,4.035322134091149,7.322324112492526,9.531575362222613,1.3175038804502148,10,10
37,1037,7,True,994,False,20,10000,0.0,0.0,4,8.0,0.5,4.0,0.05,5,5,4.679801861217982,D2-D4,474,1.0,False,2.7233655593978923,3.5740018444927095,6.689334505302112,7.543101892353543,1.385580779617661,10,10
38,1038,7,True,945,False,20,10000,0.0,0.0,4,8.0,0.5,4.0,0.05,5,5,4.5979289447414295,D1-D3,577,1.0,False,3.035246829181293,3.778031349566942,6.669203232214254,8.081706298734034,1.4216871016573545,10,10
