run_id,seed,experiment_scenario,simulation_completed,executed_frames,visual_mode,attraction_gain,current_repulsion_gain,future_repulsion_ratio,future_repulsion_gain,damping_gain,influence_radius_m,critical_distance_ratio,critical_distance_m,random_force_max_ratio,attraction_waypoint_window,future_repulsion_waypoint_window,minimum_inter_uav_distance_m,closest_uav_pair,minimum_distance_frame,collision_distance_threshold_m,collision_detected,mean_lateral_error_m,mean_lateral_rmse_m,mean_maximum_path_deviation_m,maximum_path_deviation_m,mean_trajectory_elongation_index,total_uavs,uavs_considered_in_metrics
1,1001,1,True,1002,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,0.05,5,5,11.461995165567606,D1-D4,452,1.0,False,1.6379057390554481,2.8779410793923805,6.902469431809382,6.907024923248294,1.1733392337165822,4,3
2,1002,1,True,1009,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,0.05,5,5,11.44766488522899,D1-D4,467,1.0,False,1.6247589525570107,2.866551124957327,6.910482071930649,6.918242764010957,1.1790425673621825,4,3
3,1003,1,True,1008,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,0.05,5,5,11.457358459034806,D1-D4,476,1.0,False,1.62754775338793,2.8688475180914836,6.911433255260621,6.922998006531345,1.1803137017044865,4,3
4,1004,1,True,1005,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,0.05,5,5,11.459720710549504,D1-D4,475,1.0,False,1.6348404880119611,2.8762572511102658,6.907527984287625,6.910195620715744,1.1773471431207922,4,3
5,1005,1,True,1007,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,0.05,5,5,11.455560749732737,D1-D4,457,1.0,False,1.629822716936686,2.8709253396250474,6.906327752160874,6.918543333285433,1.1755584458920243,4,3
6,1006,1,True,1011,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,0.05,5,5,11.454409263228895,D1-D4,459,1.0,False,1.6243381711598195,2.8665729206691672,6.917048171536937,6.925694783054778,1.176892600995463,4,3
7,1007,1,True,1001,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,0.05,5,5,11.46568256115672,D1-D4,462,1.0,False,1.6342536344518397,2.872969749612405,6.902632424934477,6.918523855562973,1.1708596191868177,4,3
8,1008,1,True,1001,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,0.05,5,5,11.482408942188853,D1-D4,457,1.0,False,1.6387570044901498,2.8786487387113744,6.910752656999809,6.920100954859221,1.170919752886543,4,3
9,1009,1,True,1006,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,0.05,5,5,11.46946403052508,D1-D4,475,1.0,False,1.6313884469458826,2.8734969562860138,6.912064427580003,6.9313373565150656,1.175902184753552,4,3
10,1010,1,True,1008,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,0.05,5,5,11.451123579029284,D1-D4,459,1.0,False,1.6288082646858666,2.8704739818738125,6.920355659549561,6.933340205116259,1.1753438834856158,4,3
