run_id,seed,experiment_scenario,simulation_completed,executed_frames,visual_mode,attraction_gain,current_repulsion_gain,future_repulsion_ratio,future_repulsion_gain,damping_gain,influence_radius_m,critical_distance_ratio,critical_distance_m,conflict_waypoint_visitation_radius_m,random_force_max_ratio,attraction_waypoint_window,future_repulsion_waypoint_window,emergency_shares_full_route,communication_period_steps,communication_period_s,communication_frequency_hz,communication_delay_steps,communication_delay_s,configured_packet_loss_probability,transmitted_packets,application_payload_total_bytes,mean_packet_payload_bytes,maximum_packet_payload_bytes,aggregate_application_bandwidth_kbps,mean_uav_application_bandwidth_kbps,maximum_uav_application_bandwidth_kbps,receiver_delivery_attempts,receiver_dropped_packets,receiver_delivered_packets,observed_receiver_packet_loss_ratio,mean_information_age_s,maximum_information_age_s,localization_sigma_xy_m,localization_sigma_z_m,mean_rms_acceleration_m_s2,mean_conflict_rms_acceleration_m_s2,theoretical_max_speed_m_s,maximum_observed_speed_m_s,minimum_inter_uav_distance_m,closest_uav_pair,minimum_distance_frame,collision_distance_threshold_m,collision_detected,mean_lateral_error_m,mean_lateral_rmse_m,mean_maximum_path_deviation_m,maximum_path_deviation_m,mean_trajectory_elongation_index,total_uavs,uavs_considered_in_metrics
1,1001,9,True,2241,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,4482,351330,78.38688085676037,81,8.361267291387774,4.180633645693887,4.260312360553325,4482,0,4482,0.0,0.0,0.0,0.0,0.0,0.5834879939551953,0.6814454304925328,0.4301162633521313,0.4301162633521314,6.043505186220877,D1-D2,1042,1.0,False,0.9129129311282138,1.3421001679751352,4.408700226512211,4.738223233547373,1.0490984442822582,2,2
2,1002,9,True,2241,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,4482,351330,78.38688085676037,81,8.361267291387774,4.180633645693887,4.260312360553325,4482,0,4482,0.0,0.0,0.0,0.0,0.0,0.5907301057516264,0.7460299859738342,0.4301162633521313,0.4301162633521314,6.0306306398790595,D1-D2,1042,1.0,False,0.913810920182323,1.3429856676165794,4.395566022982437,4.70130399560851,1.0491742456331483,2,2
3,1003,9,True,2241,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,4482,351306,78.38152610441767,81,8.360696117804551,4.1803480589022755,4.2597411869701025,4482,0,4482,0.0,0.0,0.0,0.0,0.0,0.578805316991178,0.621603080260046,0.4301162633521313,0.4301162633521314,6.004527171836851,D1-D2,1086,1.0,False,0.913968689591416,1.3412637021800333,4.4346583624053615,4.771485526819253,1.0489841234245016,2,2
4,1004,9,True,2241,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,4482,351306,78.38152610441767,81,8.360696117804551,4.180348058902276,4.260312360553325,4482,0,4482,0.0,0.0,0.0,0.0,0.0,0.5830135555850655,0.6656901591711792,0.4301162633521313,0.4301162633521314,6.00077797279471,D1-D2,1086,1.0,False,0.9139533482630318,1.3407472763852701,4.428950641593031,4.740705379766867,1.0488379480926142,2,2
5,1005,9,True,2241,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,4482,351318,78.38420348058902,81,8.360981704596163,4.180490852298082,4.260312360553325,4482,0,4482,0.0,0.0,0.0,0.0,0.0,0.58332737755349,0.6612049850217028,0.4301162633521313,0.4301162633521314,6.001819238820693,D1-D2,1085,1.0,False,0.9139377456306823,1.3406738921781303,4.417602777806552,4.730521721257656,1.0487875716287687,2,2
6,1006,9,True,2241,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,4482,351330,78.38688085676037,81,8.361267291387774,4.180633645693887,4.260312360553325,4482,0,4482,0.0,0.0,0.0,0.0,0.0,0.5878931767896682,0.722249354024101,0.4301162633521313,0.4301162633521314,5.997491807451278,D1-D2,1042,1.0,False,0.9139294032560917,1.3422305949958417,4.400405522385227,4.711557491265858,1.0490733961165866,2,2
7,1007,9,True,2242,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,4484,351372,78.36128456735058,81,8.358537020517394,4.179268510258698,4.259482604817127,4484,0,4484,0.0,0.0,0.0,0.0,0.0,0.5830788385250454,0.6683331975651253,0.4301162633521313,0.4301162633521314,5.999536733953671,D1-D2,1085,1.0,False,0.914202897233497,1.340685306666241,4.438722049779207,4.727818468922761,1.0488259764655177,2,2
8,1008,9,True,2241,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,4482,351354,78.39223560910308,81,8.361838464970996,4.180919232485498,4.260597947344936,4482,0,4482,0.0,0.0,0.0,0.0,0.0,0.5958029703964125,0.7660021127151855,0.4301162633521313,0.4301162633521314,5.972657522345227,D1-D2,1088,1.0,False,0.9133403792581931,1.3374066769385908,4.380293834990802,4.642325509070237,1.0490103861215538,2,2
9,1009,9,True,2241,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,4482,351318,78.38420348058902,81,8.360981704596163,4.180490852298082,4.260026773761714,4482,0,4482,0.0,0.0,0.0,0.0,0.0,0.5814623999325527,0.6614838463836219,0.4301162633521313,0.4301162633521314,6.007478668052806,D1-D2,1042,1.0,False,0.9137677539418119,1.3411056986361976,4.4011821807538976,4.713754661598534,1.0487595723639396,2,2
10,1010,9,True,2242,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,4484,351396,78.36663693131133,81,8.359107939339873,4.1795539696699375,4.259482604817127,4484,0,4484,0.0,0.0,0.0,0.0,0.0,0.585616504180607,0.679152102380115,0.4301162633521313,0.4301162633521314,5.947260004693435,D1-D2,1085,1.0,False,0.9161236256448096,1.3429235217015054,4.405146084398336,4.696753279274743,1.0491468292999147,2,2
11,1011,9,True,2241,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,4482,351318,78.38420348058902,81,8.360981704596163,4.180490852298082,4.260026773761714,4482,0,4482,0.0,0.0,0.0,0.0,0.0,0.591402103209336,0.7391194714343723,0.4301162633521313,0.4301162633521314,6.020497507221559,D1-D2,1042,1.0,False,0.9146484263907632,1.3431544917587064,4.380620033401806,4.670726522584352,1.0491239623202415,2,2
12,1012,9,True,2241,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,4482,351342,78.38955823293173,81,8.361552878179385,4.180776439089692,4.260597947344936,4482,0,4482,0.0,0.0,0.0,0.0,0.0,0.5822896356102742,0.655147817788029,0.4301162633521313,0.4301162633521314,5.990349342072583,D1-D2,1085,1.0,False,0.9150604617787157,1.342461480246394,4.435116078810548,4.750177172966171,1.0490052427307832,2,2
13,1013,9,True,2241,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,4482,351342,78.38955823293173,81,8.361552878179385,4.180776439089692,4.260026773761714,4482,0,4482,0.0,0.0,0.0,0.0,0.0,0.585914743910446,0.6982820464901429,0.4301162633521313,0.4301162633521314,5.939480033625451,D1-D2,1042,1.0,False,0.9151882608080565,1.342522590507824,4.4052535853276105,4.711938012001184,1.0492947200863538,2,2
14,1014,9,True,2241,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,4482,351330,78.38688085676037,81,8.361267291387774,4.180633645693887,4.260312360553325,4482,0,4482,0.0,0.0,0.0,0.0,0.0,0.5799095667060794,0.6389518285937995,0.4301162633521313,0.4301162633521314,6.012052428210202,D1-D2,1041,1.0,False,0.9137617698137244,1.3412206432005296,4.412958702830659,4.722466541952389,1.0489909344789405,2,2
15,1015,9,True,2242,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,4484,351396,78.36663693131133,81,8.359107939339873,4.1795539696699375,4.259482604817127,4484,0,4484,0.0,0.0,0.0,0.0,0.0,0.5847145849996707,0.6739523446480852,0.4301162633521313,0.4301162633521314,5.957311888615028,D1-D2,1085,1.0,False,0.9150875536747973,1.3405466887650226,4.413425485095019,4.680764259831492,1.048918784580526,2,2
16,1016,9,True,2241,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,4482,351294,78.37884872824633,81,8.360410531012942,4.180205265506471,4.260026773761714,4482,0,4482,0.0,0.0,0.0,0.0,0.0,0.5788833108654681,0.6385009203618222,0.4301162633521313,0.4301162633521314,6.073905068814904,D1-D2,1086,1.0,False,0.91393643070052,1.343922766422871,4.4154612975287,4.760583917562848,1.048962006958547,2,2
17,1017,9,True,2241,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,4482,351306,78.38152610441767,81,8.360696117804551,4.180348058902276,4.260312360553325,4482,0,4482,0.0,0.0,0.0,0.0,0.0,0.5959050423229384,0.7840216674571394,0.4301162633521313,0.4301162633521314,6.041692476711367,D1-D2,1041,1.0,False,0.9126283612504615,1.3404452349866334,4.3821582522285265,4.660593248164267,1.0489149730634333,2,2
18,1018,9,True,2241,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,4482,351330,78.38688085676037,81,8.361267291387774,4.180633645693887,4.260312360553325,4482,0,4482,0.0,0.0,0.0,0.0,0.0,0.5814097351025681,0.6514287246409523,0.4301162633521313,0.4301162633521314,5.958856943675369,D1-D2,1086,1.0,False,0.9153217740481314,1.3417167414027458,4.429822334021091,4.74477576660655,1.048947365100593,2,2
19,1019,9,True,2241,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,4482,351330,78.38688085676037,81,8.361267291387774,4.180633645693887,4.260312360553325,4482,0,4482,0.0,0.0,0.0,0.0,0.0,0.5808836105840952,0.6438395891166745,0.4301162633521313,0.4301162633521314,6.0220175624593715,D1-D2,1042,1.0,False,0.9135670365089106,1.3416475459925137,4.426279891140114,4.746444665269981,1.0489111074429016,2,2
20,1020,9,True,2241,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,4482,351330,78.38688085676037,81,8.361267291387774,4.180633645693887,4.260312360553325,4482,0,4482,0.0,0.0,0.0,0.0,0.0,0.5818820707032711,0.6661623076183196,0.4301162633521313,0.4301162633521314,5.989802479083959,D1-D2,1041,1.0,False,0.9146419422330588,1.344589112809698,4.430050318879955,4.754332063749825,1.0491882194797006,2,2
21,1021,9,True,2241,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,4482,351318,78.38420348058902,81,8.360981704596163,4.180490852298082,4.260026773761714,4482,0,4482,0.0,0.0,0.0,0.0,0.0,0.5834756799210161,0.6708115393806288,0.4301162633521313,0.4301162633521314,5.957882499096499,D1-D2,1085,1.0,False,0.9145884875365266,1.340676052885172,4.432874380097129,4.762383735178176,1.049061483281037,2,2
22,1022,9,True,2242,False,20,10000,0.05,500.0,4,8.0,0.5,4.0,8.24,0.05,5,5,True,1,0.15,6.666666666666667,0,0.0,0.0,4484,351396,78.36663693131133,81,8.359107939339873,4.1795539696699375,4.259482604817127,4484,0,4484,0.0,0.0,0.0,0.0,0.0,0.5841574059162788,0.6629664740141827,0.4301162633521313,0.4301162633521314,6.039056118970912,D1-D2,1086,1.0,False,0.9132174437389519,1.3402795497670397,4.395041593151694,4.681657131641474,1.0487603875841494,2,2
